householdid,productid,storeid,transactiontime,daydate,loyaltydiscount,coupondiscount,couponmatchdiscount,salesvalue,productdesc,productsubdesc,displayadtypedesc
768,1048893,323,9:28 PM,May 28,-0.12,0,0,0.88,FRZN MEAT/MEAT DINNERS,SS ECONOMY ENTREES/DINNERS ALL,Front End Cap
733,5569471,356,5:18 PM,Oct 2,-2.02,0,0,2.67,SOFT DRINKS,SOFT DRINKS 12/18&15PK CAN CAR,In-Aisle
741,955587,315,8:49 PM,Sep 3,-0.14,0,0,2,CRACKERS/MISC BKD FD,BUTTER SPRAY CRACKER (RITZ/CLU,Mid-Aisle End Cap
725,1098066,400,1:49 PM,Sep 4,-0.3,0,0,0.99,BAKED BREAD/BUNS/ROLLS,HOT DOG BUNS,In-Aisle
607,844165,391,9:27 AM,Apr 6,-1.18,0,0,2,SOFT DRINKS,SFT DRNK 2 LITER BTL CARB INCL,In-Aisle
761,8090532,343,5:24 PM,Mar 7,-2.09,0,0,2.5,SOFT DRINKS,SOFT DRINKS 12/18&15PK CAN CAR,In-Aisle
718,965378,324,5:43 PM,Feb 5,-0.23,0,0,2.06,COOKIES/CONES,CONES,Other Location Display
788,1039589,360,7:08 PM,Mar 15,0,0,0,1,BAG SNACKS,PRETZELS,In-Aisle
725,883404,400,2:56 PM,Feb 15,-0.82,0,0,1.76,BAKED BREAD/BUNS/ROLLS,MAINSTREAM WHITE BREAD,In-Aisle
715,859075,389,9:22 AM,Mar 15,-2.34,0,0,3,CHEESE,SHREDDED CHEESE,Other Location Display
699,12582361,408,1:15 PM,Sep 12,-0.5,0,0,4.49,SUGARS/SWEETNERS,SWEETENERS,Other Location Display
788,844165,360,6:11 PM,Sep 23,-0.79,0,0,1,SOFT DRINKS,SFT DRNK 2 LITER BTL CARB INCL,In-Aisle
761,832288,343,4:26 PM,May 16,-4.72,0,0,4,ORAL HYGIENE PRODUCTS,TOOTHPASTE,Rear End Cap
725,893501,400,3:42 PM,Jul 20,-1.77,0,0,3,SOFT DRINKS,SFT DRNK 2 LITER BTL CARB INCL,In-Aisle
706,5568378,343,7:48 PM,Oct 27,-0.87,0,0,1.88,BAG SNACKS,TORTILLA/NACHO CHIPS,Front End Cap
762,5582712,31862,3:27 PM,Dec 3,-0.98,0,0,5,HEAT/SERVE,ENTREES,Other Location Display
768,937626,323,3:56 PM,May 28,-0.82,0,0,0.77,REFRGRATD JUICES/DRNKS,DAIRY CASE JUICE DRNK UNDER 10,Other Location Display
753,834491,396,2:57 PM,Aug 10,-1.18,0,0,4,CONVENIENT BRKFST/WHLSM SNACKS,TREATS,Rear End Cap
779,1042438,292,4:59 PM,Jun 9,-0.92,0,0,2.97,COOKIES/CONES,SANDWICH COOKIES,In-Aisle
788,842392,360,5:07 PM,Aug 11,-1.62,0,0,1.67,COFFEE,GROUND COFFEE,In-Shelf
740,854496,404,2:03 PM,Jul 11,-3.99,0,0,3.99,HOT DOGS,PREMIUM - BEEF,Rear Aisle
725,1098066,400,2:46 PM,Jul 11,-0.3,0,0,0.99,BAKED BREAD/BUNS/ROLLS,HOT DOG BUNS,In-Aisle
715,1096036,389,4:32 PM,Oct 27,-0.32,0,0,1.5,CHEESE,IWS SINGLE CHEESE,In-Aisle
696,1043730,31742,11:38 AM,Jul 23,-0.51,0,0,4.97,FROZEN PIZZA,PIZZA/PREMIUM,Front End Cap
740,936355,404,2:02 PM,Oct 24,-3.98,0,0,6,BACON,PREMIUM,Rear Aisle
786,7410015,339,9:17 AM,Nov 10,-0.1,0,0,1.29,FRZN VEGETABLE/VEG DSH,FRZN BOXED VEGETABLES- VALUE A,Other Location Display
718,975604,324,10:51 AM,Jan 25,0,0,0,2,EASTER,SEASONAL MISCELLANEOUS,In-Aisle
725,883404,400,2:45 PM,Nov 20,-0.82,0,0,1.76,BAKED BREAD/BUNS/ROLLS,MAINSTREAM WHITE BREAD,In-Aisle
762,1029743,369,1:59 PM,Nov 20,-0.18,0,0,2.51,FLUID MILK PRODUCTS,FLUID MILK WHITE ONLY,Other Location Display
718,859075,324,5:06 PM,Nov 20,-0.38,0,0,3.4,CHEESE,SHREDDED CHEESE,Side-Aisle End Cap
740,890955,370,4:30 PM,Nov 23,-2.39,0,0,3,ICE CREAM/MILK/SHERBTS,PREMIUM,Front End Cap
786,981760,339,9:16 AM,Dec 22,-0.19,0,0,1,EGGS,EGGS - X-LARGE,Rear Aisle
771,9707240,359,2:19 PM,Apr 12,-0.99,0,0,2,HOT DOGS,PREMIUM - MEAT,In-Shelf
771,9707240,359,9:48 PM,Apr 12,-0.99,0,0,2,HOT DOGS,PREMIUM - MEAT,In-Shelf
718,825970,324,12:42 PM,Jul 13,-0.1,0,0,2.49,HOT DOGS,PREMIUM - MEAT,Rear Aisle
712,15511891,448,1:28 PM,May 20,-0.51,0,0,0.88,BAKED BREAD/BUNS/ROLLS,HOT DOG BUNS,Other Location Display
699,1099157,408,7:27 PM,May 23,0,0,0,11.98,HOUSEHOLD CLEANG NEEDS,DRAIN CARE,Other Location Display
741,982485,315,9:42 PM,Oct 2,0,0,0,5.38,RICE CAKES,RICE CAKES,Other Location Display
696,883404,31742,9:13 AM,May 30,-0.3,0,0,0.99,BAKED BREAD/BUNS/ROLLS,MAINSTREAM WHITE BREAD,Other Location Display
762,871756,31862,8:24 PM,Jun 18,-1.15,0,0,2,SALD DRSNG/SNDWCH SPRD,SEMI-SOLID SALAD DRESSING MAY,Rear End Cap
630,10306692,306,2:46 PM,Nov 17,-0.99,0,0,3,FITNESS&DIET,FITNESS&DIET - BARS,Front End Cap
718,8090521,324,10:36 PM,Apr 5,-1.25,0,0,3.34,SOFT DRINKS,SOFT DRINKS 12/18&15PK CAN CAR,In-Aisle
601,9884670,306,5:18 PM,Mar 15,-0.57,0,0,2.4,CANDY - PACKAGED,MISCELLANEOUS CANDY (INCLUDING,Front Aisle
725,1053690,400,12:41 PM,May 8,-1.42,0,0,1.76,SOFT DRINKS,SFT DRNK 2 LITER BTL CARB INCL,In-Aisle
680,1103741,352,4:15 PM,Oct 4,-0.3,0,0,1.29,FRUIT - SHELF STABLE,MANDARIN ORANGES/CITRUS SECT,Front Aisle
712,888431,448,2:24 PM,Aug 2,-0.89,0,0,1.5,FRZN BREAKFAST FOODS,WAFFLES/PANCAKES/FRENCH TOAST,Front End Cap
797,1029743,450,5:27 PM,Oct 27,0,0,0,2.69,FLUID MILK PRODUCTS,FLUID MILK WHITE ONLY,Other Location Display
761,864774,343,8:44 PM,Apr 15,-0.61,-0.88,0,0.88,CONDIMENTS/SAUCES,SALAD MUSTARD,Other Location Display
741,1080414,315,7:50 PM,Dec 15,-0.79,0,0,1,CANDY - CHECKLANE,CANDY BARS (SINGLES)(INCLUDING,Other Location Display
771,890882,359,6:44 AM,Dec 15,-1.24,0,0,1.34,VEGETABLES - SHELF STABLE,TOMATOES: STEWED/DICED/CRMD,In-Shelf
699,13095135,408,10:16 AM,Apr 26,-1.49,0,0,4.5,HAIR CARE PRODUCTS,DANDRUFF-MEDICATED SHAMPOOS,Rear End Cap
622,981760,356,9:30 AM,Apr 27,-0.35,0,0,0.79,EGGS,EGGS - X-LARGE,Rear Aisle
712,999270,369,12:59 PM,May 12,-2.98,0,0,5,BACON,ECONOMY,Rear Aisle
725,893501,400,4:07 PM,Jul 18,-1.18,0,0,2,SOFT DRINKS,SFT DRNK 2 LITER BTL CARB INCL,In-Aisle
725,844165,400,5:39 PM,Jul 3,-1.18,0,0,2,SOFT DRINKS,SFT DRNK 2 LITER BTL CARB INCL,In-Aisle
712,1070820,369,12:38 PM,Nov 3,0,0,0,2.89,FLUID MILK PRODUCTS,FLUID MILK WHITE ONLY,Front End Cap
715,5569845,415,9:36 AM,Nov 13,-1.94,0,0,2.75,SOFT DRINKS,SOFT DRINKS 12/18&15PK CAN CAR,In-Aisle
718,5996494,324,10:21 AM,Mar 2,0,0,0,2,SPRING/SUMMER SEASONAL,MISC HOLIDAYS,Rear End Cap
788,1064299,360,7:52 PM,Mar 5,-2.69,0,0,2.5,ICE CREAM/MILK/SHERBTS,PREMIUM,Front End Cap
718,8091550,324,9:16 AM,Apr 27,-4.39,0,0,3.59,BREAKFAST SAUSAGE/SANDWICHES,ROLLS - PORK,Rear Aisle
786,989069,339,9:59 AM,Aug 4,-0.2,0,0,2.79,BREAKFAST SAUSAGE/SANDWICHES,LINKS - RAW,Rear Aisle
761,868764,343,8:14 PM,Oct 29,-1.18,0,0,2,SOFT DRINKS,SFT DRNK 2 LITER BTL CARB INCL,Rear Aisle
788,938700,360,11:18 AM,Nov 14,-2.9,0,0,5,VEGETABLES - SHELF STABLE,CORN,Other Location Display
718,981760,324,4:54 PM,Jan 22,-0.16,-1.58,0,2.22,EGGS,EGGS - X-LARGE,Rear Aisle
712,999270,448,11:51 AM,Dec 3,-2.98,0,0,5,BACON,ECONOMY,Rear Aisle
696,992071,31742,9:55 PM,Feb 4,0,0,0,14.99,IMPORTED WINE,AUSTRALIAN/NZ WINES,Other Location Display
768,12384729,323,11:43 AM,Apr 14,0,0,0,2.59,CHEESE,MISCELLANEOUS CHEESE,Other Location Display
718,9337729,324,4:49 PM,Dec 7,-0.1,0,0,1.55,CONVENIENT BRKFST/WHLSM SNACKS,FRUIT SNACKS,Rear End Cap
771,905059,424,10:07 AM,Apr 1,-1.98,0,0,2,SOAP - LIQUID & BAR,LIQUID SOAP,Front Aisle
741,13671433,315,8:48 PM,Feb 19,-5.99,0,0,5.99,SEAFOOD - FROZEN,SEAFOOD-FRZ-MISC,Other Location Display
630,994262,306,2:14 PM,May 16,0,0,0,3,FROZEN PIZZA,PIZZA/ECONOMY,Front End Cap
731,13987135,355,8:15 PM,May 18,-1.07,0,0,1.6,ISOTONIC DRINKS,ISOTONIC DRINKS SINGLE SERVE,Rear End Cap
706,15596515,343,4:47 PM,Jun 1,-3.3,0,0,1.49,COLD CEREAL,KIDS CEREAL,Front End Cap
786,1065538,339,8:10 AM,Sep 17,0,0,0,15.99,BEERS/ALES,BEERALEMALT LIQUORS,Mid-Aisle End Cap
733,879948,356,4:27 PM,Sep 17,-0.35,0,0,0.25,CANDY - CHECKLANE,CANDY BARS (SINGLES)(INCLUDING,Front Aisle
761,1003159,343,12:43 PM,Sep 20,-1,0,0,1.98,SOUP,DRY SOUP,In-Aisle
647,17901795,438,8:20 PM,Nov 27,0,0,0,0.5,CANDY - PACKAGED,SEASONAL MISCELLANEOUS,Front Aisle
788,1118648,360,4:21 PM,Dec 1,-1.98,0,0,2,BABY HBC,BABY WIPES,Front Aisle
764,1029743,33923,3:47 PM,Dec 2,0,0,0,2.89,FLUID MILK PRODUCTS,FLUID MILK WHITE ONLY,Front End Cap
762,1010190,432,3:15 PM,May 27,-0.25,0,0,1.34,SOFT DRINKS,SFT DRNK 2 LITER BTL CARB INCL,Side-Aisle End Cap
631,1011736,389,7:16 PM,Jun 14,-0.99,0,0,1,CONDIMENTS/SAUCES,CATSUP,Rear End Cap
718,1037076,324,6:22 PM,Oct 1,-0.4,0,0,4.59,HEAT/SERVE,ENTREES,Rear Aisle
788,849843,360,2:18 PM,Mar 23,-0.41,0,0,0.88,BAKED BREAD/BUNS/ROLLS,MAINSTREAM WHEAT/MULTIGRAIN BR,In-Aisle
718,981760,324,10:51 AM,Jan 25,-0.08,0,0,1.11,EGGS,EGGS - X-LARGE,Rear Aisle
786,972665,339,9:16 AM,Dec 22,0,0,0,3.59,BREAKFAST SAUSAGE/SANDWICHES,OTHER,Other Location Display
699,1096036,408,10:29 AM,Mar 15,-1.22,0,0,2.5,CHEESE,IWS SINGLE CHEESE,In-Aisle
715,7168026,443,3:57 PM,Aug 21,-2.71,-1,0,2.88,ICE CREAM/MILK/SHERBTS,PREMIUM,Front End Cap
718,15511233,324,7:36 PM,Sep 13,0,0,0,3.99,TOYS AND GAMES,DIECAST MINI,Front End Cap
725,1130858,400,7:03 PM,May 20,-3.38,0,0,4,BREAKFAST SAUSAGE/SANDWICHES,ROLLS - PORK,Rear Aisle
761,950824,343,12:04 PM,May 20,-0.59,0,0,1,BAKED BREAD/BUNS/ROLLS,MAINSTREAM WHEAT/MULTIGRAIN BR,In-Aisle
718,898212,324,4:57 PM,Jul 24,-0.19,0,0,2.4,BAG SNACKS,TORTILLA/NACHO CHIPS,Side-Aisle End Cap
630,981760,329,5:52 PM,May 29,-0.3,0,0,0.79,EGGS,EGGS - X-LARGE,In-Aisle
712,981760,448,10:35 AM,May 31,-0.3,0,0,0.79,EGGS,EGGS - X-LARGE,Rear Aisle
718,916381,324,5:41 PM,Sep 1,-0.71,0,0,0.88,SOFT DRINKS,SFT DRNK 2 LITER BTL CARB INCL,In-Aisle
725,5569230,400,12:36 PM,Jun 11,-4.38,-2.5,0,5,SOFT DRINKS,SOFT DRINKS 12/18&15PK CAN CAR,In-Aisle
696,1004909,31742,6:17 PM,Jun 19,-0.05,0,0,1,FRZN BREAKFAST FOODS,WAFFLES/PANCAKES/FRENCH TOAST,Rear End Cap
696,852182,31742,12:25 PM,Sep 20,-1.09,0,0,1,COCOA MIXES,HOT CHOCOLATE COCOA MIX,Other Location Display
718,916381,324,6:31 PM,Sep 3,-1.42,0,0,1.76,SOFT DRINKS,SFT DRNK 2 LITER BTL CARB INCL,In-Aisle
788,17900896,360,2:49 PM,Nov 16,0,0,0,2,CANDY - PACKAGED,SEASONAL MISCELLANEOUS,Front Aisle
661,5569230,427,8:05 PM,Nov 24,-7.76,0,0,11,SOFT DRINKS,SOFT DRINKS 12/18&15PK CAN CAR,Front End Cap
622,1045220,356,5:39 PM,Nov 25,0,0,0,4,MEAT - SHELF STABLE,PASTA: CANNED,Other Location Display
715,1128665,389,12:49 PM,Mar 12,-2.37,0,0,1.2,CANDY - CHECKLANE,CANDY BARS (SINGLES)(INCLUDING,Front Aisle
607,1002980,372,6:40 PM,Mar 13,-0.5,0,0,1,LUNCHMEAT,POULTRY,Rear Aisle
631,5590287,389,3:57 PM,Mar 15,0,0,0,0.44,YOGURT,YOGURT NOT MULTI-PACKS,In-Aisle
725,859075,400,12:41 PM,May 8,-3.07,0,0,5,CHEESE,SHREDDED CHEESE,In-Aisle
631,1091976,389,12:16 PM,May 15,-0.3,0,0,0.69,CONDIMENTS/SAUCES,SALAD MUSTARD,In-Shelf
788,12757140,360,2:13 PM,Sep 12,-0.49,0,0,2.5,BAG SNACKS,POTATO CHIPS,In-Aisle
696,976199,31742,11:22 AM,Sep 13,-2.18,0,0,5,BUTTER,BUTTER,Rear Aisle
607,960732,432,11:03 PM,Sep 17,-1.49,0,0,2.5,COLD CEREAL,ALL FAMILY CEREAL,Rear End Cap
696,9526411,358,11:33 AM,Jul 3,0,0,0,2.14,BAG SNACKS,POTATO CHIPS,In-Aisle
740,5591083,404,2:27 PM,Jul 5,-1.99,0,0,2,CHEESE,SHREDDED CHEESE,Side-Aisle End Cap
718,973861,324,9:30 PM,Nov 6,-0.1,0,0,1.48,VEGETABLES - SHELF STABLE,BEANS GREEN: FS/WHL/CUT,Other Location Display
718,1098066,324,2:04 PM,Feb 8,-0.09,0,0,1.2,BAKED BREAD/BUNS/ROLLS,HOT DOG BUNS,In-Aisle
715,1106523,389,3:28 PM,Apr 19,-0.69,0,0,2,FLUID MILK PRODUCTS,FLUID MILK WHITE ONLY,Front End Cap
786,1106523,339,8:59 AM,Feb 23,0,0,0,2.69,FLUID MILK PRODUCTS,FLUID MILK WHITE ONLY,Other Location Display
631,17105058,389,4:26 PM,Sep 22,-0.39,0,0,2.5,CANDY - PACKAGED,SEASONAL CANDY BAGS-CHOCOLATE,In-Shelf
706,976199,32004,5:26 PM,Oct 4,-1.11,0,0,1.88,BUTTER,BUTTER,In-Aisle
718,9527290,324,5:14 PM,May 10,-0.19,0,0,1.81,BAG SNACKS,POTATO CHIPS,Side-Aisle End Cap
788,907994,360,10:47 AM,May 11,-1.38,0,0,1,CANDY - CHECKLANE,CANDY BARS (SINGLES)(INCLUDING,Front Aisle
741,842140,315,9:10 PM,May 14,-1.12,0,0,1.67,CHEESE,SHREDDED CHEESE,Side-Aisle End Cap
788,1043590,318,5:36 PM,May 14,-0.26,0,0,3.58,SHORTENING/OIL,VEGETABLE/SALAD OIL,Rear End Cap
718,1064455,324,6:11 PM,Sep 18,0,0,0,8.99,BAKED SWEET GOODS,SWEET GOODS - FULL SIZE,In-Aisle
718,859075,324,12:10 PM,Jun 30,-0.39,0,0,4.41,CHEESE,SHREDDED CHEESE,Side-Aisle End Cap
696,15740900,31742,8:23 PM,Jul 4,0,0,0,2.49,BAG SNACKS,CANISTER POTATO/TORT CHIPS,Side-Aisle End Cap
631,1043035,389,1:59 PM,Nov 10,-0.44,0,0,1.34,SOFT DRINKS,MIXERS(CLUB SODA/SELTZERS)FLAV,Other Location Display
715,1128665,415,10:46 AM,Nov 14,-0.79,0,0,0.4,CANDY - CHECKLANE,CANDY BARS (SINGLES)(INCLUDING,Front Aisle
631,1043035,389,2:00 PM,Nov 14,-0.44,0,0,1.34,SOFT DRINKS,MIXERS(CLUB SODA/SELTZERS)FLAV,Other Location Display
725,857849,400,6:50 PM,May 7,-0.9,0,0,0.88,MARGARINES,MARGARINE  STICK,Other Location Display
718,876695,324,1:22 PM,Mar 27,-0.66,0,0,3.34,FROZEN PIZZA,SANDWICHES&HANDHELDS,Other Location Display
725,1068719,400,4:50 PM,Jun 23,-1,0,0,0.99,SUGARS/SWEETNERS,SUGAR,Rear End Cap
718,1104882,324,11:03 AM,Jun 26,-0.4,0,0,5.58,SEAFOOD - FROZEN,FRZN GRILLED PORTIONS,Rear Aisle
699,981760,408,1:23 PM,Sep 30,-0.76,0,0,4,EGGS,EGGS - X-LARGE,Other Location Display
606,849843,446,9:03 PM,Jul 17,-0.5,0,0,0.79,BAKED BREAD/BUNS/ROLLS,MAINSTREAM WHEAT/MULTIGRAIN BR,In-Aisle
680,832678,424,4:40 PM,Jul 20,-0.37,0,0,1.77,CRACKERS/MISC BKD FD,BUTTER SPRAY CRACKER (RITZ/CLU,Rear End Cap
647,9527494,343,12:30 PM,Apr 13,-0.33,0,0,1.67,BAG SNACKS,POTATO CHIPS,Side-Aisle End Cap
731,850841,445,3:46 PM,Dec 11,-0.22,0,0,1,ISOTONIC DRINKS,ISOTONIC DRINKS SINGLE SERVE,Front End Cap
631,897752,389,4:06 PM,Dec 30,0,0,0,2.29,BAG SNACKS,PRETZELS,Side-Aisle End Cap
771,967751,359,11:25 AM,Apr 29,-5.18,0,0,2,MEAT - MISC,SANDWICHES&HANDHELDS,Rear Aisle
761,890695,343,3:54 PM,Jul 11,-0.19,0,0,2.5,FROZEN PIZZA,SNACKS/APPETIZERS,Rear End Cap
647,905164,343,6:36 PM,Aug 8,0,0,0,2.5,APPLES,APPLES OTHER (BULK&BAG),Side-Aisle End Cap
740,940631,404,2:02 PM,Aug 10,-0.19,0,0,0.5,BAKING NEEDS,BAKING POWDER & SODA,Rear End Cap
722,965766,359,6:05 PM,Oct 9,-0.52,0,0,1.67,CHEESE,IWS SINGLE CHEESE,In-Aisle
718,997042,324,10:51 AM,Jan 25,0,0,0,1.5,CANDY - PACKAGED,SEASONAL CANDY BAGS NON-CHOCOL,Other Location Display
718,983000,324,8:38 AM,Mar 4,-2.98,0,0,4,BREAKFAST SAUSAGE/SANDWICHES,ROLLS - PORK,Rear Aisle
718,1031831,324,6:09 PM,Feb 11,-0.66,0,0,1.67,COLD CEREAL,ADULT CEREAL,Rear End Cap
718,1054262,324,6:09 PM,Feb 11,-0.92,0,0,1.67,COLD CEREAL,KIDS CEREAL,Rear End Cap
779,6533362,343,12:24 PM,Feb 23,-1.49,0,0,2.5,SOFT DRINKS,SOFT DRINKS 12/18&15PK CAN CAR,In-Aisle
771,868423,359,7:42 PM,Jul 13,-0.8,0,0,1.19,CHEESE,NATURAL CHEESE EXACT WT SLICES,In-Aisle
779,995896,343,3:40 PM,May 20,-4.49,0,0,4.49,BACON,PREMIUM,In-Aisle
706,995896,343,4:26 PM,May 21,-4.49,0,0,4.49,BACON,PREMIUM,In-Aisle
768,1124729,323,2:25 PM,Aug 28,-0.69,0,0,0.5,CANDY - CHECKLANE,CANDY BARS (SINGLES)(INCLUDING,Front Aisle
768,872702,323,9:20 PM,Sep 18,-0.12,0,0,0.88,FRZN MEAT/MEAT DINNERS,SS ECONOMY ENTREES/DINNERS ALL,Front End Cap
761,8090509,343,7:26 PM,Aug 3,-2.41,0,0,2.88,SOFT DRINKS,SOFT DRINKS 12/18&15PK CAN CAR,In-Aisle
712,923746,448,10:59 AM,Aug 1,-0.49,0,0,1,EGGS,EGGS - LARGE,Rear Aisle
696,1001412,31742,4:59 PM,Aug 4,0,0,0,4.99,NUTS,PISTACHIOS,In-Shelf
718,15483291,324,11:31 PM,Aug 7,-0.49,-0.55,-0.45,2.05,BAG SNACKS,POTATO CHIPS,Side-Aisle End Cap
712,15927178,448,11:54 AM,Sep 3,0,0,0,2.89,REFRGRATD DOUGH PRODUCTS,REFRIGERATED COOKIES-CHUB,In-Aisle
788,853540,360,4:46 PM,Sep 3,0,0,0,4.99,FROZEN PIE/DESSERTS,FROZEN FRUIT PIES  & COBBLERS,Front End Cap
605,1119112,369,10:13 AM,Jun 20,0,-0.55,-0.45,2.14,FROZEN PIZZA,SANDWICHES&HANDHELDS,Rear Aisle
718,973086,324,12:03 PM,Oct 15,-0.73,0,0,1.67,FRZN MEAT/MEAT DINNERS,FRZN SS PREMIUM ENTREES/DNRS/N,Rear Aisle
768,962229,323,6:15 AM,May 2,-0.89,0,0,1.5,BAKED BREAD/BUNS/ROLLS,MAINSTREAM WHITE BREAD,Other Location Display
755,881883,433,12:48 PM,Jul 28,-0.74,0,0,2.24,FD WRAPS/BAGS/TRSH BG,WAX PAPER & FREEZER PAPER,Rear End Cap
788,985893,360,2:01 PM,Sep 12,0,0,0,2.09,SOFT DRINKS,SOFT DRINKS 12/18&15PK CAN CAR,Front End Cap
607,982790,304,10:05 PM,Oct 28,-2.99,0,0,2.99,LUNCHMEAT,BOLOGNA,Front Aisle
696,953320,358,11:33 AM,Jul 3,0,0,0,2.1,FRZN BREAKFAST FOODS,WAFFLES/PANCAKES/FRENCH TOAST,Other Location Display
786,1065538,339,8:26 AM,Oct 27,0,0,0,15.99,BEERS/ALES,BEERALEMALT LIQUORS,Mid-Aisle End Cap
605,10285144,448,11:30 AM,Sep 27,-1.96,0,0,4,CANDY - PACKAGED,CANDY BARS (MULTI PACK),Rear End Cap
718,1013321,324,5:26 PM,Jan 29,-0.16,0,0,3,VEGETABLES - SHELF STABLE,BEANS GREEN: FS/WHL/CUT,In-Shelf
779,842140,381,6:02 PM,Nov 28,-1.12,0,0,1.67,CHEESE,SHREDDED CHEESE,In-Aisle
706,859075,32004,4:52 PM,Dec 13,-0.34,0,0,5,CHEESE,SHREDDED CHEESE,Rear Aisle
706,5569230,32004,4:52 PM,Dec 13,-1.94,0,0,2.75,SOFT DRINKS,SOFT DRINKS 12/18&15PK CAN CAR,Front End Cap
740,1022119,404,8:38 PM,Apr 21,0,0,0,1.67,CONVENIENT BRKFST/WHLSM SNACKS,TOASTER PASTRIES,Front End Cap
647,951197,343,12:45 PM,Apr 27,-1.78,0,0,3,REFRGRATD DOUGH PRODUCTS,REFRIGERATED SPECILATY ROLLS,In-Aisle
661,1048200,427,5:27 PM,May 10,-2.37,0,0,3,DRY MIX DESSERTS,PUDDING&GELATIN CUPS/CANS,Front End Cap
768,1126895,323,5:40 PM,Jun 14,0,0,0,1.99,MARGARINES,MARGARINE: TUBS AND BOWLS,Other Location Display
718,15452530,324,12:55 PM,Sep 21,0,0,0,2,CONVENIENT BRKFST/WHLSM SNACKS,GRANOLA BARS,Front End Cap
715,1094955,415,5:47 PM,Nov 11,-0.31,0,0,1,MEAT - SHELF STABLE,SANDWICH SAUCE,Rear End Cap
718,850044,324,10:21 AM,Mar 2,0,0,0,0.99,CANDY - CHECKLANE,CHEWING GUM,Front Aisle
606,1127396,446,11:43 PM,Mar 4,-2,0,0,3.99,SOAP - LIQUID & BAR,BAR SOAP,Front End Cap
712,1133858,448,1:16 PM,May 9,-0.49,0,0,2,SYRUPS/TOPPINGS,CHOCOLATE SYRUP,Front End Cap
607,9655449,432,1:41 AM,Mar 23,0,0,0,3,PLASTIC HOUSEWARES,SEASONAL PLASTICS,Rear End Cap
788,1098066,313,11:13 AM,Apr 14,-0.2,0,0,0.79,BAKED BREAD/BUNS/ROLLS,HOT DOG BUNS,In-Aisle
647,913278,438,7:07 PM,May 20,-0.99,0,0,2,FRZN NOVELTIES/WTR ICE,STICKS/ENROBED,Front End Cap
715,1051069,389,8:24 AM,Aug 20,-2.88,0,0,3.66,CANDY - CHECKLANE,CANDY BARS (SINGLES)(INCLUDING,Front Aisle
786,1118623,339,8:58 AM,Jun 23,0,0,0,13.99,BEERS/ALES,BEERALEMALT LIQUORS,Mid-Aisle End Cap
699,1109136,408,7:05 PM,Oct 27,-0.3,0,0,3.99,DISHWASH DETERGENTS,AUTOMATIC DISHWASHER DETERGENT,In-Aisle
631,10312139,389,11:53 AM,Sep 3,0,0,0,0.83,CONDIMENTS/SAUCES,SALAD MUSTARD,In-Aisle
715,910291,389,2:37 PM,Mar 2,-0.27,0,0,0.33,CANDY - CHECKLANE,CANDY BARS (SINGLES)(INCLUDING,Front Aisle
718,1051069,324,6:24 PM,Dec 4,-0.27,0,0,0.33,CANDY - CHECKLANE,CANDY BARS (SINGLES)(INCLUDING,Rear Aisle
647,978077,343,7:47 PM,Feb 4,-3.29,0,0,3.29,BREAKFAST SAUSAGE/SANDWICHES,ROLLS - PORK,Rear Aisle
718,1135768,324,5:34 PM,Dec 25,-0.25,0,0,1,ISOTONIC DRINKS,ISOTONIC DRINKS SINGLE SERVE,Front End Cap
715,987562,389,9:22 AM,Mar 15,-1.56,0,0,2,CHEESE,SHREDDED CHEESE,In-Aisle
716,856827,400,2:49 PM,Dec 30,0,-0.4,-0.4,2.39,COLD CEREAL,ALL FAMILY CEREAL,Rear End Cap
731,918224,329,3:22 PM,Feb 18,-6.8,0,0,6.78,FROZEN PIE/DESSERTS,FROZEN CREAM PIES,Front End Cap
696,844839,31742,5:14 PM,Apr 2,-0.99,0,0,1,LUNCHMEAT,LUNCH COMBO,Rear Aisle
725,883404,400,11:20 AM,Feb 19,-0.6,0,0,1.98,BAKED BREAD/BUNS/ROLLS,MAINSTREAM WHITE BREAD,In-Aisle
779,13073175,381,6:59 PM,Sep 30,-0.59,0,0,3,BAKED BREAD/BUNS/ROLLS,BAGELS,In-Aisle
766,1032658,333,2:57 PM,Jul 11,-0.78,0,0,2,ORAL HYGIENE PRODUCTS,ORAL HYGIENE BRUSHES,Front Aisle
696,843756,31742,2:30 PM,Oct 5,-0.99,0,0,1,CHEESE,CREAM CHEESE,Rear Aisle
771,1075074,359,8:56 PM,Oct 22,0,0,0,3.58,FROZEN PIE/DESSERTS,FRZN WHIPPED TOPPING,Other Location Display
771,999104,359,11:10 AM,Dec 5,-0.3,0,0,2.89,REFRGRATD JUICES/DRNKS,DAIRY CASE 100% PURE JUICE - O,Side-Aisle End Cap
731,849202,438,5:06 PM,Apr 9,0,0,0,7.99,BEERS/ALES,BEERALEMALT LIQUORS,Other Location Display
718,8119097,327,6:21 PM,Apr 24,-1.99,0,0,1,SALD DRSNG/SNDWCH SPRD,POURABLE SALAD DRESSINGS,Front End Cap
797,941379,450,9:28 AM,Apr 25,-2.78,0,0,4,COOKIES/CONES,GRAHAM CRACKERS,Rear End Cap
766,1055207,322,1:11 PM,Apr 24,-1.99,0,0,1,SALD DRSNG/SNDWCH SPRD,POURABLE SALAD DRESSINGS,Front End Cap
680,941006,424,6:03 PM,Aug 26,-0.2,0,0,2.19,SHORTENING/OIL,COOKING SPRAYS,Side-Aisle End Cap
