householdid,productid,cartid,storeid,transactiontime,daydate,salesvalue,productdesc,productsubdesc,qty,displayadtypedesc,loyaltydiscount,coupondiscount,couponmatchdiscount
725,893501,40248476929,400,4:07 PM,Jul 18,2,SOFT DRINKS,SFT DRNK 2 LITER BTL CARB INCL,2,In-Aisle,-1.18,0,0
696,883404,35143850222,31742,9:13 AM,May 30,0.99,BAKED BREAD/BUNS/ROLLS,MAINSTREAM WHITE BREAD,1,Other Location Display,-0.3,0,0
725,844165,40062112341,400,5:39 PM,Jul 3,2,SOFT DRINKS,SFT DRNK 2 LITER BTL CARB INCL,2,In-Aisle,-1.18,0,0
712,1070820,41756527178,369,12:38 PM,Nov 3,2.89,FLUID MILK PRODUCTS,FLUID MILK WHITE ONLY,1,Front End Cap,0,0,0
715,5569845,41891735481,415,9:36 AM,Nov 13,2.75,SOFT DRINKS,SOFT DRINKS 12/18&15PK CAN CAR,1,In-Aisle,-1.94,0,0
718,8090521,28081503101,324,10:04 PM,Apr 3,3.34,SOFT DRINKS,SOFT DRINKS 12/18&15PK CAN CAR,1,In-Aisle,-1.25,0,0
718,8090521,28106557057,324,10:36 PM,Apr 5,3.34,SOFT DRINKS,SOFT DRINKS 12/18&15PK CAN CAR,1,In-Aisle,-1.25,0,0
718,8204756,27661462690,324,8:22 PM,Feb 27,3.99,LAUNDRY DETERGENTS,LIQUID LAUNDRY DETERGENTS,1,Rear End Cap,-2.5,0,0
718,8204756,27709642072,324,3:37 PM,Mar 3,3.99,LAUNDRY DETERGENTS,LIQUID LAUNDRY DETERGENTS,1,Rear End Cap,-2.5,0,0
725,1053690,28601135946,400,12:41 PM,May 8,1.76,SOFT DRINKS,SFT DRNK 2 LITER BTL CARB INCL,2,In-Aisle,-1.42,0,0
680,1103741,31097681543,352,4:15 PM,Oct 4,1.29,FRUIT - SHELF STABLE,MANDARIN ORANGES/CITRUS SECT,1,Front Aisle,-0.3,0,0
712,888431,30053876183,448,2:24 PM,Aug 2,1.5,FRZN BREAKFAST FOODS,WAFFLES/PANCAKES/FRENCH TOAST,1,Front End Cap,-0.89,0,0
768,937626,28867812502,323,3:56 PM,May 28,0.77,REFRGRATD JUICES/DRNKS,DAIRY CASE JUICE DRNK UNDER 10,1,Other Location Display,-0.82,0,0
753,834491,30174106259,396,2:57 PM,Aug 10,4,CONVENIENT BRKFST/WHLSM SNACKS,TREATS,2,Rear End Cap,-1.18,0,0
788,1097815,29352959837,313,11:19 PM,Jun 28,2,FRZN NOVELTIES/WTR ICE,WATER ICE,1,Other Location Display,-0.79,0,0
614,849843,30578841882,288,7:17 PM,Aug 24,1.76,BAKED BREAD/BUNS/ROLLS,MAINSTREAM WHEAT/MULTIGRAIN BR,2,Side-Aisle End Cap,-0.82,0,0
761,864774,33971435602,343,8:44 PM,Apr 15,0.88,CONDIMENTS/SAUCES,SALAD MUSTARD,1,Other Location Display,-0.61,-0.88,0
718,975604,32760315615,324,10:51 AM,Jan 25,2,EASTER,SEASONAL MISCELLANEOUS,4,In-Aisle,0,0,0
725,883404,31804031454,400,2:45 PM,Nov 20,1.76,BAKED BREAD/BUNS/ROLLS,MAINSTREAM WHITE BREAD,2,In-Aisle,-0.82,0,0
762,1029743,31804062418,369,1:59 PM,Nov 20,2.51,FLUID MILK PRODUCTS,FLUID MILK WHITE ONLY,1,Other Location Display,-0.18,0,0
718,859075,31804151811,324,5:06 PM,Nov 20,3.4,CHEESE,SHREDDED CHEESE,2,Side-Aisle End Cap,-0.38,0,0
740,890955,31833788150,370,4:30 PM,Nov 23,3,ICE CREAM/MILK/SHERBTS,PREMIUM,1,Front End Cap,-2.39,0,0
761,8090532,33329639041,343,5:24 PM,Mar 7,2.5,SOFT DRINKS,SOFT DRINKS 12/18&15PK CAN CAR,1,In-Aisle,-2.09,0,0
788,1039589,33433202024,360,7:08 PM,Mar 15,1,BAG SNACKS,PRETZELS,1,In-Aisle,0,0,0
725,883404,33041772159,400,2:56 PM,Feb 15,1.76,BAKED BREAD/BUNS/ROLLS,MAINSTREAM WHITE BREAD,2,In-Aisle,-0.82,0,0
715,859075,33433360428,389,9:22 AM,Mar 15,3,CHEESE,SHREDDED CHEESE,3,Other Location Display,-2.34,0,0
771,9707240,33920176351,359,2:19 PM,Apr 12,2,HOT DOGS,PREMIUM - MEAT,1,In-Shelf,-0.99,0,0
771,9707240,33920178060,359,9:48 PM,Apr 12,2,HOT DOGS,PREMIUM - MEAT,1,In-Shelf,-0.99,0,0
718,825970,40186885957,324,12:42 PM,Jul 13,2.49,HOT DOGS,PREMIUM - MEAT,1,Rear Aisle,-0.1,0,0
712,15511891,34762265722,448,1:28 PM,May 20,0.88,BAKED BREAD/BUNS/ROLLS,HOT DOG BUNS,1,Other Location Display,-0.51,0,0
699,1099157,34850237447,408,7:27 PM,May 23,11.98,HOUSEHOLD CLEANG NEEDS,DRAIN CARE,2,Other Location Display,0,0,0
741,982485,41338047526,315,9:42 PM,Oct 2,5.38,RICE CAKES,RICE CAKES,2,Other Location Display,0,0,0
706,5568378,41666236358,343,7:48 PM,Oct 27,1.88,BAG SNACKS,TORTILLA/NACHO CHIPS,1,Front End Cap,-0.87,0,0
762,5582712,42158751335,31862,3:27 PM,Dec 3,5,HEAT/SERVE,ENTREES,2,Other Location Display,-0.98,0,0
768,962229,28512105067,323,6:15 AM,May 2,1.5,BAKED BREAD/BUNS/ROLLS,MAINSTREAM WHITE BREAD,1,Other Location Display,-0.89,0,0
647,913278,28771732817,438,7:07 PM,May 20,2,FRZN NOVELTIES/WTR ICE,STICKS/ENROBED,1,Front End Cap,-0.99,0,0
715,1051069,30530870260,389,8:24 AM,Aug 20,3.66,CANDY - CHECKLANE,CANDY BARS (SINGLES)(INCLUDING,11,Front Aisle,-2.88,0,0
786,1118623,29277335225,339,8:58 AM,Jun 23,13.99,BEERS/ALES,BEERALEMALT LIQUORS,1,Mid-Aisle End Cap,0,0,0
699,1109136,31412526637,408,7:05 PM,Oct 27,3.99,DISHWASH DETERGENTS,AUTOMATIC DISHWASHER DETERGENT,1,In-Aisle,-0.3,0,0
715,910291,33239922309,389,2:37 PM,Mar 2,0.33,CANDY - CHECKLANE,CANDY BARS (SINGLES)(INCLUDING,1,Front Aisle,-0.27,0,0
718,1013321,32823971732,324,5:26 PM,Jan 29,3,VEGETABLES - SHELF STABLE,BEANS GREEN: FS/WHL/CUT,4,In-Shelf,-0.16,0,0
779,842140,31908322838,381,6:02 PM,Nov 28,1.67,CHEESE,SHREDDED CHEESE,1,In-Aisle,-1.12,0,0
718,1031831,33002307002,324,6:09 PM,Feb 11,1.67,COLD CEREAL,ADULT CEREAL,1,Rear End Cap,-0.66,0,0
718,1054262,33002307002,324,6:09 PM,Feb 11,1.67,COLD CEREAL,KIDS CEREAL,1,Rear End Cap,-0.92,0,0
779,13073175,41310898001,381,6:59 PM,Sep 30,3,BAKED BREAD/BUNS/ROLLS,BAGELS,1,In-Aisle,-0.59,0,0
766,1032658,40128721968,333,2:57 PM,Jul 11,2,ORAL HYGIENE PRODUCTS,ORAL HYGIENE BRUSHES,2,Front Aisle,-0.78,0,0
696,843756,41382772069,31742,2:30 PM,Oct 5,1,CHEESE,CREAM CHEESE,1,Rear Aisle,-0.99,0,0
718,15483291,40496887855,324,11:31 PM,Aug 7,2.05,BAG SNACKS,POTATO CHIPS,1,Side-Aisle End Cap,-0.49,-0.55,-0.45
712,15927178,40826535907,448,11:54 AM,Sep 3,2.89,REFRGRATD DOUGH PRODUCTS,REFRIGERATED COOKIES-CHUB,1,In-Aisle,0,0,0
788,853540,40826732303,360,4:46 PM,Sep 3,4.99,FROZEN PIE/DESSERTS,FROZEN FRUIT PIES  & COBBLERS,1,Front End Cap,0,0,0
605,1119112,35841060938,369,10:13 AM,Jun 20,2.14,FROZEN PIZZA,SANDWICHES&HANDHELDS,1,Rear Aisle,0,-0.55,-0.45
718,973086,41506355551,324,12:03 PM,Oct 15,1.67,FRZN MEAT/MEAT DINNERS,FRZN SS PREMIUM ENTREES/DNRS/N,1,Rear Aisle,-0.73,0,0
696,953320,29484070669,358,11:33 AM,Jul 3,2.1,FRZN BREAKFAST FOODS,WAFFLES/PANCAKES/FRENCH TOAST,2,Other Location Display,0,0,0
786,1065538,31412710162,339,8:26 AM,Oct 27,15.99,BEERS/ALES,BEERALEMALT LIQUORS,1,Mid-Aisle End Cap,0,0,0
605,10285144,31007875536,448,11:30 AM,Sep 27,4,CANDY - PACKAGED,CANDY BARS (MULTI PACK),4,Rear End Cap,-1.96,0,0
631,10312139,30686896038,389,11:53 AM,Sep 3,0.83,CONDIMENTS/SAUCES,SALAD MUSTARD,1,In-Aisle,0,0,0
647,978077,32895619731,343,7:47 PM,Feb 4,3.29,BREAKFAST SAUSAGE/SANDWICHES,ROLLS - PORK,2,Rear Aisle,-3.29,0,0
706,859075,32090456647,32004,4:52 PM,Dec 13,5,CHEESE,SHREDDED CHEESE,3,Rear Aisle,-0.34,0,0
706,5569230,32090456647,32004,4:52 PM,Dec 13,2.75,SOFT DRINKS,SOFT DRINKS 12/18&15PK CAN CAR,1,Front End Cap,-1.94,0,0
716,856827,32305611934,400,2:49 PM,Dec 30,2.39,COLD CEREAL,ALL FAMILY CEREAL,1,Rear End Cap,0,-0.4,-0.4
731,918224,33094901838,329,3:22 PM,Feb 18,6.78,FROZEN PIE/DESSERTS,FROZEN CREAM PIES,2,Front End Cap,-6.8,0,0
696,844839,33768521557,31742,5:14 PM,Apr 2,1,LUNCHMEAT,LUNCH COMBO,1,Rear Aisle,-0.99,0,0
725,883404,33106940650,400,11:20 AM,Feb 19,1.98,BAKED BREAD/BUNS/ROLLS,MAINSTREAM WHITE BREAD,2,In-Aisle,-0.6,0,0
740,1022119,34045267885,404,8:38 PM,Apr 21,1.67,CONVENIENT BRKFST/WHLSM SNACKS,TOASTER PASTRIES,1,Front End Cap,0,0,0
647,951197,34133781713,343,12:45 PM,Apr 27,3,REFRGRATD DOUGH PRODUCTS,REFRIGERATED SPECILATY ROLLS,2,In-Aisle,-1.78,0,0
661,1048200,34338252453,427,5:27 PM,May 10,3,DRY MIX DESSERTS,PUDDING&GELATIN CUPS/CANS,3,Front End Cap,-2.37,0,0
768,1126895,35666053274,323,5:40 PM,Jun 14,1.99,MARGARINES,MARGARINE: TUBS AND BOWLS,1,Other Location Display,0,0,0
718,15452530,41125545919,324,12:55 PM,Sep 21,2,CONVENIENT BRKFST/WHLSM SNACKS,GRANOLA BARS,1,Front End Cap,0,0,0
715,1094955,41865712187,415,5:47 PM,Nov 11,1,MEAT - SHELF STABLE,SANDWICH SAUCE,1,Rear End Cap,-0.31,0,0
718,1013149,28537682567,324,5:39 PM,May 4,1.48,VEGETABLES - SHELF STABLE,BEANS GREEN: FS/WHL/CUT,2,In-Aisle,-0.1,0,0
718,850044,27687100515,324,10:21 AM,Mar 2,0.99,CANDY - CHECKLANE,CHEWING GUM,1,Front Aisle,0,0,0
606,1127396,27720848127,446,11:43 PM,Mar 4,3.99,SOAP - LIQUID & BAR,BAR SOAP,1,Front End Cap,-2,0,0
712,1133858,28601530890,448,1:16 PM,May 9,2,SYRUPS/TOPPINGS,CHOCOLATE SYRUP,1,Front End Cap,-0.49,0,0
607,9655449,27950030018,432,1:41 AM,Mar 23,3,PLASTIC HOUSEWARES,SEASONAL PLASTICS,1,Rear End Cap,0,0,0
788,1098066,28243825899,313,11:13 AM,Apr 14,0.79,BAKED BREAD/BUNS/ROLLS,HOT DOG BUNS,1,In-Aisle,-0.2,0,0
755,881883,30036316251,433,12:48 PM,Jul 28,2.24,FD WRAPS/BAGS/TRSH BG,WAX PAPER & FREEZER PAPER,2,Rear End Cap,-0.74,0,0
788,985893,30818910977,360,2:01 PM,Sep 12,2.09,SOFT DRINKS,SOFT DRINKS 12/18&15PK CAN CAR,1,Front End Cap,0,0,0
607,982790,31424464238,304,10:05 PM,Oct 28,2.99,LUNCHMEAT,BOLOGNA,2,Front Aisle,-2.99,0,0
647,905164,30130254705,343,6:36 PM,Aug 8,2.5,APPLES,APPLES OTHER (BULK&BAG),1,Side-Aisle End Cap,0,0,0
740,940631,30174266337,404,2:02 PM,Aug 10,0.5,BAKING NEEDS,BAKING POWDER & SODA,1,Rear End Cap,-0.19,0,0
722,965766,31160951994,359,6:05 PM,Oct 9,1.67,CHEESE,IWS SINGLE CHEESE,1,In-Aisle,-0.52,0,0
718,997042,32760315615,324,10:51 AM,Jan 25,1.5,CANDY - PACKAGED,SEASONAL CANDY BAGS NON-CHOCOL,1,Other Location Display,0,0,0
718,983000,33293845155,324,8:38 AM,Mar 4,4,BREAKFAST SAUSAGE/SANDWICHES,ROLLS - PORK,2,Rear Aisle,-2.98,0,0
718,1051069,31981597059,324,6:24 PM,Dec 4,0.33,CANDY - CHECKLANE,CANDY BARS (SINGLES)(INCLUDING,1,Rear Aisle,-0.27,0,0
718,1135768,32232066929,324,5:34 PM,Dec 25,1,ISOTONIC DRINKS,ISOTONIC DRINKS SINGLE SERVE,1,Front End Cap,-0.25,0,0
715,987562,33433360428,389,9:22 AM,Mar 15,2,CHEESE,SHREDDED CHEESE,2,In-Aisle,-1.56,0,0
779,6533362,33155852236,343,12:24 PM,Feb 23,2.5,SOFT DRINKS,SOFT DRINKS 12/18&15PK CAN CAR,1,In-Aisle,-1.49,0,0
771,868423,40186702817,359,7:42 PM,Jul 13,1.19,CHEESE,NATURAL CHEESE EXACT WT SLICES,1,In-Aisle,-0.8,0,0
779,995896,34762567996,343,3:40 PM,May 20,4.49,BACON,PREMIUM,2,In-Aisle,-4.49,0,0
706,995896,34812313026,343,4:26 PM,May 21,4.49,BACON,PREMIUM,2,In-Aisle,-4.49,0,0
768,1124729,40751576649,323,2:25 PM,Aug 28,0.5,CANDY - CHECKLANE,CANDY BARS (SINGLES)(INCLUDING,2,Front Aisle,-0.69,0,0
768,872702,41109438453,323,9:20 PM,Sep 18,0.88,FRZN MEAT/MEAT DINNERS,SS ECONOMY ENTREES/DINNERS ALL,1,Front End Cap,-0.12,0,0
761,8090509,40436441259,343,7:26 PM,Aug 3,2.88,SOFT DRINKS,SOFT DRINKS 12/18&15PK CAN CAR,1,In-Aisle,-2.41,0,0
712,923746,40447695378,448,10:59 AM,Aug 1,1,EGGS,EGGS - LARGE,1,Rear Aisle,-0.49,0,0
696,1001412,40460241609,31742,4:59 PM,Aug 4,4.99,NUTS,PISTACHIOS,1,In-Shelf,0,0,0
771,1075074,41600127322,359,8:56 PM,Oct 22,3.58,FROZEN PIE/DESSERTS,FRZN WHIPPED TOPPING,2,Other Location Display,0,0,0
771,999104,42185570441,359,11:10 AM,Dec 5,2.89,REFRGRATD JUICES/DRNKS,DAIRY CASE 100% PURE JUICE - O,1,Side-Aisle End Cap,-0.3,0,0
718,839605,27829376147,324,1:42 PM,Mar 13,0,FROZEN MEAT,BURRITOS,1,Rear Aisle,-3.49,0,0
788,825650,28648295674,360,12:47 PM,May 13,0.89,DRY MIX DESSERTS,PUDDING&GELATIN CUPS/CANS,1,In-Shelf,-0.5,0,0
647,999714,28771732817,438,7:07 PM,May 20,1.89,BAKED BREAD/BUNS/ROLLS,HAMBURGER BUNS,1,Side-Aisle End Cap,-0.5,0,0
768,1029743,29035832268,339,5:42 PM,Jun 8,1.67,FLUID MILK PRODUCTS,FLUID MILK WHITE ONLY,1,Front End Cap,-0.82,0,0
715,1130323,30531457841,389,5:48 PM,Aug 21,0.99,BAKING NEEDS,MARSHMALLOWS,1,Rear End Cap,0,0,0
696,902167,29311621182,31742,3:24 PM,Jun 25,2,FRZN VEGETABLE/VEG DSH,FRZN BAGGED VEGETABLES - PLAIN,2,Front End Cap,-0.38,0,0
696,9187985,30971600429,31742,11:11 AM,Sep 24,2,BAKING NEEDS,BITS & MORSELS,1,Front End Cap,-0.99,0,0
786,1065538,31198020407,339,10:26 AM,Oct 12,15.99,BEERS/ALES,BEERALEMALT LIQUORS,1,Other Location Display,0,0,0
718,1042907,29671812530,324,6:53 PM,Jul 12,3.59,BACON,PREMIUM,1,Rear Aisle,-0.2,0,0
699,6533362,32730330911,408,1:47 PM,Jan 22,2.5,SOFT DRINKS,SOFT DRINKS 12/18&15PK CAN CAR,1,In-Aisle,-1.49,0,0
788,849843,32478801729,313,2:18 PM,Jan 6,1.76,BAKED BREAD/BUNS/ROLLS,MAINSTREAM WHEAT/MULTIGRAIN BR,2,In-Aisle,-0.82,0,0
725,1008386,33482411597,400,3:25 PM,Mar 19,9.79,HAIR CARE PRODUCTS,HAIR COLOR AND DEVELOPERS,1,Side-Aisle End Cap,0,0,0
622,1081262,40174376778,356,2:16 PM,Jul 12,5.5,FROZEN PIZZA,PIZZA/TRADITIONAL,2,Front End Cap,-5.28,0,0
762,911622,34203781734,31862,5:20 PM,May 2,1.19,BEANS - CANNED GLASS & MW,PREPARED BEANS - BAKED W/PORK,1,Other Location Display,0,0,0
630,925626,34642161262,306,2:14 PM,May 16,2,FROZEN PIZZA,PIZZA/ECONOMY,2,Front End Cap,0,0,0
740,15926886,41238577676,404,6:41 PM,Sep 25,2.5,BAG SNACKS,POTATO CHIPS,1,Other Location Display,0,0,0
731,13876359,34664567519,355,8:15 PM,May 18,2,DIETARY AID PRODUCTS,CANDY BAGS-CHOCOCLATE,4,In-Shelf,0,0,0
740,982960,41366579813,404,8:24 PM,Oct 4,1,VEGETABLES - SHELF STABLE,BEANS GREEN: FS/WHL/CUT,2,Front End Cap,-0.58,0,0
718,1097001,28154328334,324,10:51 PM,Apr 8,3.33,SOFT DRINKS,SFT DRNK MLT-PK BTL CARB (EXCP,1,Other Location Display,-0.66,0,0
699,8119097,28331311149,408,2:41 PM,Apr 23,3,SALD DRSNG/SNDWCH SPRD,POURABLE SALAD DRESSINGS,3,Front Aisle,-5.97,0,0
731,849202,28154897262,438,5:06 PM,Apr 9,7.99,BEERS/ALES,BEERALEMALT LIQUORS,1,Other Location Display,0,0,0
718,5574045,28167946562,324,4:17 PM,Apr 10,2.5,SOFT DRINKS,TEA CAN WITH SWEETENER/SUGAR,1,In-Aisle,-2.19,0,0
715,967751,28675626501,354,5:52 PM,May 15,3,MEAT - MISC,SANDWICHES&HANDHELDS,3,Rear Aisle,-7.77,0,0
788,5567715,30818911014,360,2:13 PM,Sep 12,7.49,FROZEN PIZZA,SNACKS/APPETIZERS,1,Other Location Display,-1.5,0,0
768,8204756,28919674223,323,6:40 PM,May 31,3.99,LAUNDRY DETERGENTS,LIQUID LAUNDRY DETERGENTS,1,Rear End Cap,-2.5,0,0
661,1138292,30907287975,427,10:03 PM,Sep 20,3.73,SOFT DRINKS,SOFT DRINKS 20PK&24PK CAN CARB,1,Other Location Display,-0.42,0,0
788,1118033,29352959837,313,11:19 PM,Jun 28,3.99,ICE CREAM/MILK/SHERBTS,TRADITIONAL,1,In-Aisle,0,0,0
725,892008,29352961764,400,3:11 PM,Jun 28,2,MEAT - SHELF STABLE,PASTA: CANNED,2,Rear End Cap,0,0,0
768,1048315,29353254495,323,10:52 PM,Jun 29,1.43,FRZN MEAT/MEAT DINNERS,FRZN SS PREMIUM ENTREES/DNRS/T,1,Front End Cap,-0.96,0,0
797,9337581,29435981531,450,3:30 PM,Jul 2,1,CANDY - PACKAGED,CANDY BARS (MULTI PACK),1,Front Aisle,-0.39,0,0
718,1013321,31623987726,324,9:30 PM,Nov 6,0.74,VEGETABLES - SHELF STABLE,BEANS GREEN: FS/WHL/CUT,1,In-Shelf,-0.05,0,0
696,930201,32671436501,31742,3:21 PM,Jan 18,16.99,BEERS/ALES,BEERALEMALT LIQUORS,1,Side-Aisle End Cap,0,0,0
766,7408211,32760052859,333,2:52 PM,Jan 25,1,WATER - CARBONATED/FLVRD DRINK,JUICE (UNDER 10% JUICE),1,Rear End Cap,-0.49,0,0
696,1062782,33994181191,31742,3:21 PM,Apr 17,1.5,PNT BTR/JELLY/JAMS,JELLY,1,Rear End Cap,-0.39,0,0
631,835058,33180451038,389,12:34 PM,Feb 25,3.99,HEAT/SERVE,ENTREES,1,Rear Aisle,-2,0,0
631,9571047,34812275670,389,11:36 AM,May 21,1,FACIAL TISS/DNR NAPKIN,FACIAL TISSUE & PAPER HANDKE,1,Front Aisle,-0.13,0,0
699,911311,34850237447,408,7:27 PM,May 23,2,FRZN MEAT/MEAT DINNERS,FRZN SS PREMIUM ENTREES/DNRS/T,1,Front End Cap,-1.79,0,0
631,9571047,34850686700,389,2:17 PM,May 23,2,FACIAL TISS/DNR NAPKIN,FACIAL TISSUE & PAPER HANDKE,2,Front Aisle,-0.26,0,0
768,1120532,35573725064,323,6:22 AM,Jun 9,4,FRZN VEGETABLE/VEG DSH,FRZN BAGGED VEGETABLES - PLAIN,4,Rear End Cap,-2.36,0,0
786,1118623,28511650579,339,11:35 AM,May 1,11.99,BEERS/ALES,BEERALEMALT LIQUORS,1,Other Location Display,0,0,0
768,859075,30792945098,323,6:45 AM,Sep 11,1.67,CHEESE,SHREDDED CHEESE,1,In-Aisle,-0.22,0,0
606,9527290,30792953140,446,9:18 PM,Sep 11,2,BAG SNACKS,POTATO CHIPS,1,Rear End Cap,0,0,0
696,1020682,31336156673,31742,2:38 PM,Oct 20,0.99,MISCELLANEOUS,SAUERKRAUT,1,Rear Aisle,-0.2,0,0
715,981760,29276595688,354,12:53 PM,Jun 22,1.76,EGGS,EGGS - X-LARGE,2,Rear End Cap,-1.02,0,0
768,1111072,30017867119,323,3:56 PM,Jul 31,1.19,CONDIMENTS/SAUCES,CATSUP,1,Rear Aisle,0,-1.19,0
614,937406,32744490229,288,9:49 AM,Jan 23,2.5,BREAKFAST SAUSAGE/SANDWICHES,LINKS - RAW,1,Rear Aisle,-0.99,0,0
779,976199,33239960164,343,7:23 AM,Mar 2,2,BUTTER,BUTTER,1,In-Aisle,-1.15,0,0
696,1050583,32759710882,31742,11:59 AM,Jan 25,2,COOKIES/CONES,TRAY PACK/CHOC CHIP COOKIES,1,Rear Aisle,-1.39,0,0
779,6533362,31896049696,343,7:54 PM,Nov 27,2.5,SOFT DRINKS,SOFT DRINKS 12/18&15PK CAN CAR,1,Rear Aisle,-1.49,0,0
797,905164,40128596517,450,3:28 PM,Jul 11,2,APPLES,APPLES OTHER (BULK&BAG),1,In-Aisle,-0.5,0,0
631,1056775,40652456881,389,4:24 PM,Aug 20,2.07,PNT BTR/JELLY/JAMS,PEANUT BUTTER,1,Rear Aisle,0,-2.07,0
766,960732,41212247133,333,4:25 PM,Sep 23,2.5,COLD CEREAL,ALL FAMILY CEREAL,1,Rear End Cap,-1.49,0,0
725,1098066,41957866424,400,12:33 PM,Nov 18,1,BAKED BREAD/BUNS/ROLLS,HOT DOG BUNS,1,Other Location Display,-0.29,0,0
699,5568378,41970485439,408,1:09 PM,Nov 19,1.88,BAG SNACKS,TORTILLA/NACHO CHIPS,1,Other Location Display,-0.87,0,0
725,1027372,31336517142,400,2:50 PM,Oct 20,2.14,FRZN MEAT/MEAT DINNERS,FRZN SS PREMIUM ENTREES/DNRS/N,1,Front End Cap,-1.05,0,0
787,847982,29436177226,443,7:11 PM,Jul 2,1,SALAD MIX,REGULAR GARDEN,1,In-Shelf,-0.99,0,0
768,10311757,29484674741,323,8:09 PM,Jul 5,2.99,KITCHEN GADGETS,PANTRY,1,Rear End Cap,0,0,0
786,1131384,31046490839,339,1:10 PM,Sep 30,2.5,DINNER SAUSAGE,COCKTAILS,1,Rear Aisle,-1.49,0,0
699,1051394,31711110794,408,1:14 PM,Nov 13,2,ICE CREAM/MILK/SHERBTS,TRADITIONAL,1,Rear End Cap,-0.99,0,0
768,962229,33363147559,306,8:47 PM,Mar 10,1.09,BAKED BREAD/BUNS/ROLLS,MAINSTREAM WHITE BREAD,1,Other Location Display,-1.5,0,0
631,842140,33363197080,389,1:50 PM,Mar 10,1.5,CHEESE,SHREDDED CHEESE,1,In-Aisle,-1.29,0,0
768,1127624,32989880337,323,9:30 AM,Feb 10,3,FROZEN PIZZA,PIZZA/ECONOMY,3,Front End Cap,0,0,0
768,915874,33919278932,323,6:48 PM,Apr 11,2,ICE CREAM/MILK/SHERBTS,PREMIUM PINTS,2,Front End Cap,-3.18,0,0
764,989935,32408346038,33923,3:49 PM,Jan 1,1.76,BAKING MIXES,LAYER CAKE MIX,2,Rear End Cap,-1.62,0,0
762,960170,34133200458,31862,11:14 AM,Apr 27,1.67,FRZN MEAT/MEAT DINNERS,FRZN SS PREMIUM ENTREES/DNRS/N,1,Front End Cap,-1.52,0,0
768,1119879,34133377378,323,5:03 PM,Apr 27,0.1,SOUP,DRY SOUP,1,Rear End Cap,-0.07,0,0
696,976199,34338272874,31742,9:36 PM,May 10,3.98,BUTTER,BUTTER,2,Rear Aisle,-2.32,0,0
788,834117,34577228505,318,5:36 PM,May 14,3.99,WATER - CARBONATED/FLVRD DRINK,NON-CRBNTD DRNKING/MNERAL WATE,1,Other Location Display,0,0,0
768,9526892,35080850089,323,7:02 AM,May 28,1.32,REFRGRATD DOUGH PRODUCTS,REFRIGERATED BISCUITS REGULAR,1,In-Aisle,0,0,0
786,972665,28345131631,339,4:51 PM,Apr 25,3.59,BREAKFAST SAUSAGE/SANDWICHES,OTHER,1,Other Location Display,0,0,0
699,981760,31046290953,408,1:23 PM,Sep 30,4,EGGS,EGGS - X-LARGE,4,Other Location Display,-0.76,0,0
606,849843,29773353082,446,9:03 PM,Jul 17,0.79,BAKED BREAD/BUNS/ROLLS,MAINSTREAM WHEAT/MULTIGRAIN BR,1,In-Aisle,-0.5,0,0
680,832678,29807957910,424,4:40 PM,Jul 20,1.77,CRACKERS/MISC BKD FD,BUTTER SPRAY CRACKER (RITZ/CLU,1,Rear End Cap,-0.37,0,0
788,8090509,31625570932,313,11:41 AM,Nov 9,2.5,SOFT DRINKS,SOFT DRINKS 12/18&15PK CAN CAR,1,In-Aisle,-2.09,0,0
725,849100,31711432593,400,6:27 PM,Nov 13,3.98,LAUNDRY DETERGENTS,LIQUID LAUNDRY DETERGENTS,2,Front End Cap,-8,0,0
731,850841,32064926422,445,3:46 PM,Dec 11,1,ISOTONIC DRINKS,ISOTONIC DRINKS SINGLE SERVE,1,Front End Cap,-0.22,0,0
761,12949855,33385748202,384,8:01 PM,Mar 11,2,COLD CEREAL,ALL FAMILY CEREAL,1,In-Aisle,-1.47,0,0
631,897752,32305702512,389,4:06 PM,Dec 30,2.29,BAG SNACKS,PRETZELS,2,Side-Aisle End Cap,0,0,0
699,941883,40106710958,408,1:48 PM,Jul 7,3.99,FRZN MEAT/MEAT DINNERS,FRZN MULTI SERVE ENTREES ALL,1,Front End Cap,-0.9,0,0
692,1062966,34057291789,335,4:53 PM,Apr 22,0.99,HOT DOGS,ECONOMY - MEAT,1,Rear Aisle,-1.2,0,0
725,5569327,41225547037,400,4:45 PM,Sep 24,2.75,BAG SNACKS,TORTILLA/NACHO CHIPS,1,Side-Aisle End Cap,0,0,0
788,10204333,34873311786,360,6:34 PM,May 25,1,CANDY - PACKAGED,CANDY BARS (MULTI PACK),1,Front Aisle,-0.49,0,0
706,12731484,34873497493,343,1:58 PM,May 25,0.34,CANDY - CHECKLANE,CANDY BARS (SINGLES)(INCLUDING,1,In-Aisle,-0.25,0,0
631,9571047,35001051058,389,12:49 PM,May 26,1,FACIAL TISS/DNR NAPKIN,FACIAL TISSUE & PAPER HANDKE,1,Front Aisle,-0.13,0,0
712,5569374,35666155977,448,12:48 PM,Jun 14,2.5,SOFT DRINKS,SOFT DRINKS 12/18&15PK CAN CAR,1,In-Aisle,-2.19,0,0
740,1101175,40813458577,404,7:17 PM,Sep 2,2.5,FROZEN BREAD/DOUGH,FRZN BISCUITS,1,In-Aisle,-0.69,0,0
