Column1,householdid,productid,storeid,daydate,transactiontime,displayadtypedesc
5079,725,1042438,400,Apr 29,4:04 PM,Rear End Cap
5080,622,898068,356,May 2,6:10 PM,Other Location Display
5081,786,826597,339,May 18,9:29 AM,Rear Aisle
5082,753,994685,396,Sep 13,9:56 PM,Rear End Cap
5083,715,12946661,389,Aug 8,8:00 AM,Front End Cap
5084,605,965772,369,Jun 20,10:13 AM,Other Location Display
5085,606,1110964,380,Sep 4,1:01 AM,Front End Cap
5086,614,1075175,288,Oct 10,5:45 PM,Front End Cap
5087,696,832678,31742,Oct 17,2:21 PM,Other Location Display
5088,741,9655528,315,Nov 16,5:47 PM,Rear Aisle
5089,786,940947,339,Nov 16,9:09 AM,Other Location Display
5090,712,1044805,448,Nov 23,1:12 PM,Front End Cap
5091,761,933303,343,Nov 23,7:28 PM,Rear End Cap
5092,607,857849,372,Apr 6,7:19 AM,Other Location Display
5093,718,965378,324,Apr 25,11:20 AM,Other Location Display
5094,712,895743,448,Apr 15,2:19 PM,Other Location Display
5095,788,1013321,313,Jul 16,10:54 AM,Side-Aisle End Cap
5096,725,1018007,400,Jul 19,8:33 AM,In-Aisle
5097,607,850841,432,Dec 1,9:11 PM,Rear End Cap
5098,712,999270,448,Dec 14,2:12 PM,Rear Aisle
5099,788,1134522,313,Feb 9,6:31 PM,In-Aisle
5100,771,9194207,424,Feb 19,8:54 PM,Front Aisle
5101,622,9368337,356,Apr 27,9:30 AM,Rear End Cap
5102,680,13190294,424,Apr 27,2:26 PM,Mid-Aisle End Cap
5103,786,972665,339,May 13,4:50 PM,Rear Aisle
5104,706,1053690,343,May 25,1:58 PM,In-Aisle
5105,761,10312139,343,Oct 2,11:39 AM,In-Aisle
5106,718,1043064,324,Sep 19,5:42 PM,In-Shelf
5107,601,1051069,32004,Jun 30,5:45 PM,In-Aisle
5108,766,7408211,333,Jun 30,8:22 PM,Front Aisle
5109,715,904575,415,Nov 11,5:47 PM,Rear End Cap
5110,699,965766,408,May 2,7:47 PM,In-Aisle
5111,607,1029743,450,Mar 13,4:41 PM,Front End Cap
5112,699,1078763,408,Oct 18,1:51 PM,Rear End Cap
5113,725,857849,400,Jun 2,1:08 PM,Other Location Display
5114,706,10204822,343,Jun 25,11:58 AM,Front Aisle
5115,696,1003188,31742,Jul 9,7:52 PM,Other Location Display
5116,647,964521,438,Oct 14,5:42 PM,In-Shelf
5117,696,1094280,31742,Nov 6,12:36 PM,Rear Aisle
5118,797,1029743,450,Nov 6,4:51 PM,Other Location Display
5119,647,9527494,343,Feb 4,7:47 PM,In-Aisle
5120,786,921438,339,Dec 28,11:36 AM,Other Location Display
5121,766,896369,333,Apr 4,3:31 PM,Rear End Cap
5122,605,1108092,369,Jan 12,12:23 PM,Rear End Cap
5123,696,976199,31742,Sep 14,7:17 PM,Rear Aisle
5124,706,1053690,343,May 21,4:26 PM,In-Aisle
5125,725,5569471,400,Jun 11,12:36 PM,In-Aisle
5126,731,893501,384,Sep 6,3:31 PM,Mid-Aisle End Cap
5127,601,12330856,329,Jun 26,6:08 PM,In-Aisle
5128,786,1103752,448,Oct 29,12:44 PM,Other Location Display
5129,722,932006,359,Apr 22,1:25 PM,In-Aisle
5130,718,970866,324,Oct 17,12:17 PM,Rear End Cap
5131,768,834117,323,Aug 10,12:35 PM,Front End Cap
5132,718,860439,324,Aug 28,9:37 AM,Front End Cap
5133,788,826249,289,Jun 17,4:42 PM,Side-Aisle End Cap
5134,786,982755,339,Oct 27,8:26 AM,Rear Aisle
5135,718,859010,327,Sep 27,5:07 PM,Side-Aisle End Cap
5136,768,821976,323,Oct 15,9:16 PM,Front End Cap
5137,718,926646,324,Jul 25,6:49 PM,Front Aisle
5138,712,951590,448,Oct 3,1:31 PM,In-Aisle
5139,716,10149640,400,Nov 18,1:05 PM,In-Aisle
5140,712,1119454,448,Feb 2,11:12 AM,In-Aisle
5141,788,1043590,313,Jan 4,3:17 PM,Other Location Display
5142,696,1126899,31742,Jan 8,11:45 AM,Front End Cap
5143,699,891423,408,Jan 9,6:46 PM,Front Aisle
5144,768,902202,323,Sep 11,6:32 AM,Rear End Cap
5145,764,1094924,33923,Sep 26,3:27 PM,In-Aisle
5146,786,972665,339,Jul 20,9:02 AM,Other Location Display
5147,718,1139525,324,Jun 4,3:11 PM,In-Shelf
5148,712,13512124,448,Jun 6,1:04 PM,Other Location Display
5149,630,1043128,306,Oct 8,1:17 PM,Other Location Display
5150,696,15741298,31742,Oct 11,6:53 PM,Front End Cap
5151,647,951590,438,Oct 19,2:48 PM,In-Aisle
5152,740,9483753,404,Nov 18,5:09 PM,In-Aisle
5153,601,1074754,32004,Nov 20,5:50 PM,Front End Cap
5154,740,9483753,404,Nov 22,5:10 PM,In-Aisle
5155,699,932863,408,Nov 24,12:36 PM,Rear Aisle
5156,607,896369,372,Apr 6,7:19 AM,Front Aisle
5157,788,9527494,360,Apr 15,10:11 AM,Rear Aisle
5158,788,985893,360,Oct 9,12:21 PM,Other Location Display
5159,764,889774,368,Aug 23,4:18 PM,In-Shelf
5160,764,5573394,368,Aug 23,4:18 PM,Front End Cap
5161,762,1054424,432,Jun 30,8:19 PM,In-Shelf
5162,766,868764,333,Nov 1,4:02 PM,Front Aisle
5163,768,1013578,323,Jul 20,7:49 PM,Front End Cap
5164,755,9420311,388,Jul 20,1:28 PM,Front End Cap
5165,762,944466,31862,Nov 11,4:11 PM,Front End Cap
5166,605,13213106,369,Apr 7,11:04 AM,Rear End Cap
5167,762,6979485,391,Apr 7,8:58 PM,Rear Aisle
5168,718,996750,324,Apr 11,5:32 PM,Other Location Display
5169,718,1126808,324,Apr 22,8:16 PM,Other Location Display
5170,696,844839,31742,Jul 8,8:07 PM,Rear Aisle
5171,764,1083721,33923,Sep 25,3:29 PM,Other Location Display
5172,788,933067,318,May 14,5:36 PM,Rear Aisle
5173,762,1019089,316,May 30,11:25 AM,Front End Cap
5174,740,12987975,404,Aug 4,1:27 PM,Rear Aisle
5175,788,1043590,360,Jun 14,3:50 PM,Rear Aisle
5176,761,1134522,343,Jul 3,11:07 AM,In-Aisle
5177,605,862349,369,Nov 14,7:10 PM,Front End Cap
5178,715,992395,415,Nov 14,10:46 AM,Side-Aisle End Cap
5179,718,849843,324,Mar 13,1:42 PM,In-Aisle
5180,766,6396581,322,May 15,4:50 PM,Front End Cap
5181,766,9445520,333,Sep 13,6:01 PM,In-Aisle
5182,725,1062966,400,May 18,4:34 PM,Rear Aisle
5183,607,1124029,304,Oct 28,10:05 PM,Front Aisle
5184,607,952698,432,Sep 17,11:03 PM,Rear End Cap
5185,768,867016,323,Aug 12,9:24 PM,Front End Cap
5186,718,1013149,324,Oct 22,11:55 AM,In-Shelf
5187,768,13190294,323,Jan 17,6:20 AM,In-Aisle
5188,718,826249,324,Mar 22,7:16 PM,Rear End Cap
5189,696,1090002,31742,Mar 4,11:48 AM,Side-Aisle End Cap
5190,605,957013,369,Mar 4,1:29 PM,Front Aisle
5191,766,1075214,333,Apr 13,9:43 PM,Rear End Cap
5192,622,889774,298,Dec 25,6:05 PM,Rear End Cap
5193,718,890695,324,Feb 17,6:11 PM,Other Location Display
5194,779,1134483,343,Feb 23,12:24 PM,Rear End Cap
5195,696,15926886,31742,Oct 27,2:23 PM,Other Location Display
5196,647,5568197,438,Nov 27,8:20 PM,Front End Cap
5197,718,6533936,324,Mar 6,12:19 PM,In-Aisle
5198,766,981760,333,Aug 10,7:46 PM,In-Aisle
5199,718,993441,324,Aug 28,9:37 AM,Other Location Display
5200,768,1003188,323,Jul 5,8:09 PM,Rear End Cap
5201,630,923746,306,Jul 5,2:01 PM,In-Aisle
5202,715,1130858,389,Dec 20,8:06 PM,Rear Aisle
5203,731,994928,384,Feb 12,6:05 PM,Side-Aisle End Cap
5204,718,867188,324,Dec 21,8:10 PM,Other Location Display
5205,733,932702,356,Mar 15,3:47 PM,Rear End Cap
5206,622,1034176,356,Feb 20,6:46 PM,Side-Aisle End Cap
5207,786,1007752,339,Feb 23,8:59 AM,Rear End Cap
5208,722,1022340,359,Apr 30,5:47 PM,Front End Cap
5209,647,15596955,438,May 18,3:22 PM,Rear End Cap
5210,696,818996,31742,Aug 26,2:25 PM,Front End Cap
5211,766,981760,333,Aug 30,12:30 PM,Rear Aisle
5212,614,15926827,288,Oct 10,5:45 PM,Front End Cap
5213,788,884774,360,Oct 16,7:27 PM,Rear Aisle
5214,779,5569327,343,Nov 18,11:32 AM,Other Location Display
5215,764,913490,33923,Nov 23,8:37 PM,Other Location Display
5216,718,1038217,324,Aug 3,5:00 PM,Other Location Display
5217,607,1048746,432,Oct 25,9:35 PM,Rear End Cap
5218,712,951590,448,May 25,10:21 AM,In-Shelf
5219,766,9553288,333,Oct 9,2:40 PM,Rear End Cap
5220,614,852182,288,Sep 19,6:28 PM,Rear End Cap
5221,761,914190,343,Jun 14,1:55 PM,In-Aisle
5222,699,995211,408,Jan 15,10:08 AM,Rear Aisle
5223,786,878715,339,Jan 19,8:53 AM,Mid-Aisle End Cap
5224,601,13007434,32004,Mar 27,5:55 PM,Rear End Cap
5225,601,13008326,32004,Mar 27,5:55 PM,Rear End Cap
5226,768,1096960,323,Dec 16,6:15 AM,Other Location Display
5227,725,916487,400,Jul 18,4:07 PM,Front End Cap
5228,712,908283,448,May 31,10:35 AM,Other Location Display
5229,788,5569230,360,Jun 14,3:50 PM,In-Aisle
5230,718,12352015,324,Jun 17,12:52 AM,Other Location Display
5231,725,987562,400,Jul 3,5:39 PM,In-Aisle
5232,725,1089025,400,Jul 3,5:39 PM,Rear End Cap
5233,768,1109370,323,May 17,7:41 PM,Front Aisle
5234,696,974108,31742,May 20,9:35 AM,Front End Cap
5235,755,1019142,382,Jul 9,5:52 PM,Rear Aisle
5236,788,8090509,313,Jul 9,11:20 AM,Front Aisle
5237,718,1024051,324,Nov 6,9:30 PM,Rear Aisle
5238,718,883404,324,Mar 5,1:25 PM,In-Aisle
5239,661,975604,427,Dec 12,8:56 PM,In-Shelf
5240,630,1000707,306,May 3,4:26 PM,Rear End Cap
5241,768,13190284,292,Aug 22,4:41 PM,Front Aisle
5242,761,1033403,343,May 20,12:04 PM,In-Aisle
5243,779,856252,343,May 20,3:40 PM,Rear End Cap
5244,768,859075,323,May 24,3:20 PM,In-Aisle
5245,797,1136848,450,Apr 22,8:14 PM,Front End Cap
5246,718,1106390,324,Apr 27,9:16 AM,Front Aisle
5247,764,878274,346,Jul 27,8:00 PM,In-Aisle
5248,605,10122037,369,Oct 17,12:53 PM,In-Aisle
5249,692,887897,335,May 14,3:15 PM,Rear End Cap
5250,761,9837161,343,May 26,3:57 PM,In-Aisle
5251,788,879734,313,Aug 10,1:25 PM,Front Aisle
5252,786,911812,315,Aug 29,8:03 PM,Mid-Aisle End Cap
5253,788,827683,313,Jul 5,1:58 PM,Rear End Cap
5254,788,973876,313,Jul 5,1:58 PM,Front Aisle
5255,766,914190,333,Oct 2,4:02 PM,In-Aisle
5256,647,866172,343,Sep 7,5:34 PM,Rear Aisle
5257,718,928584,324,Jul 23,10:51 AM,Rear Aisle
5258,661,1044599,427,Feb 3,5:19 PM,Rear End Cap
5259,766,971949,322,Apr 24,1:11 PM,Rear End Cap
5260,718,1075214,324,Mar 19,11:06 AM,In-Aisle
5261,718,6464086,324,May 22,5:18 PM,Rear Aisle
5262,607,983050,432,May 25,9:51 PM,In-Aisle
5263,712,1051989,448,Jun 9,12:38 PM,Other Location Display
5264,741,904997,315,Oct 10,8:35 PM,Rear Aisle
5265,607,1003188,372,Aug 17,7:44 PM,In-Aisle
5266,607,1043590,372,Aug 17,7:44 PM,In-Shelf
5267,740,12384332,404,Aug 17,6:29 PM,Front End Cap
5268,647,1027168,343,Oct 12,6:31 PM,Rear Aisle
5269,725,849843,400,Nov 13,6:27 PM,In-Aisle
5270,766,1002739,333,Nov 25,11:24 AM,Front End Cap
5271,614,8090537,288,Mar 6,10:12 AM,Mid-Aisle End Cap
5272,762,987562,391,Apr 7,8:58 PM,Rear Aisle
5273,741,1000476,315,Dec 15,7:50 PM,In-Aisle
5274,630,1092937,306,Dec 16,6:13 PM,Rear Aisle
5275,718,1118393,324,Dec 17,6:17 PM,Front Aisle
5276,768,5569845,323,Feb 18,9:25 PM,Rear Aisle
5277,715,948232,389,Apr 26,11:51 AM,Rear Aisle
5278,788,927191,360,Jul 16,10:53 AM,Front End Cap
5279,766,9553031,333,Sep 14,4:48 PM,Rear End Cap
5280,761,1092026,343,Aug 28,9:10 PM,In-Aisle
5281,631,5569230,389,Oct 4,3:28 PM,Rear Aisle
5282,601,9420102,32004,Jun 30,5:45 PM,Rear End Cap
5283,787,5569230,389,Sep 29,8:26 AM,Rear Aisle
5284,766,9553031,333,Sep 8,3:22 PM,Rear End Cap
5285,766,15717288,333,Jul 3,10:28 PM,Other Location Display
5286,753,8293439,396,Nov 2,1:45 PM,Front End Cap
5287,715,907994,389,Mar 12,12:49 PM,Front Aisle
5288,607,880377,432,Jul 29,8:58 PM,Rear Aisle
5289,715,962229,354,May 15,5:52 PM,In-Aisle
5290,787,887102,443,Aug 12,7:18 PM,Rear Aisle
5291,614,5568378,288,Nov 4,3:07 PM,Front End Cap
5292,718,942817,324,Mar 5,1:25 PM,In-Aisle
5293,718,945914,324,Dec 25,5:34 PM,Other Location Display
5294,706,871756,32004,Mar 16,3:15 PM,Rear End Cap
5295,762,862349,31862,May 4,8:42 PM,Other Location Display
5296,605,15596705,369,Sep 12,4:29 PM,Mid-Aisle End Cap
5297,696,1124729,31742,Sep 14,7:17 PM,In-Aisle
5298,630,1077555,306,May 20,11:09 AM,Side-Aisle End Cap
5299,630,1077555,306,May 23,4:50 PM,Side-Aisle End Cap
5300,722,933303,427,Jun 28,8:48 AM,Front End Cap
5301,786,910032,339,Oct 29,10:36 AM,Rear Aisle
5302,762,1013307,31862,Dec 3,3:27 PM,Rear Aisle
5303,771,1039287,293,Dec 7,6:31 PM,Rear End Cap
5304,718,861282,324,Feb 27,8:22 PM,Other Location Display
5305,741,914226,315,Aug 10,2:14 PM,Side-Aisle End Cap
5306,787,887102,443,Aug 18,10:39 AM,Rear Aisle
5307,771,9575181,359,Jul 3,9:07 PM,In-Aisle
5308,768,961756,323,Jul 5,8:09 PM,In-Aisle
5309,768,1003188,323,Feb 3,6:36 PM,Front End Cap
5310,614,8090537,288,Mar 9,6:48 PM,Mid-Aisle End Cap
5311,718,942792,327,Feb 19,11:13 AM,Rear Aisle
5312,733,5569471,356,Feb 20,12:21 PM,In-Aisle
5313,768,1103741,323,Jan 5,1:56 PM,In-Shelf
5314,768,6773238,323,May 17,7:10 PM,Rear End Cap
5315,755,9677149,388,May 17,5:58 PM,Front Aisle
5316,696,929668,31742,Jun 2,9:00 PM,Rear End Cap
5317,601,17284423,306,Sep 27,7:35 PM,In-Aisle
5318,630,6423911,306,Jun 17,4:29 PM,Front End Cap
5319,696,1062782,31742,Jun 19,6:17 PM,In-Aisle
5320,712,1109832,448,Nov 1,2:38 PM,Rear Aisle
5321,661,935570,427,Jun 11,4:23 PM,Other Location Display
5322,607,859075,372,Aug 15,5:31 PM,In-Shelf
5323,696,972768,31742,Jun 12,11:00 AM,Other Location Display
5324,764,9802588,368,Aug 23,4:18 PM,Rear Aisle
5325,768,962229,323,Jun 29,10:52 PM,In-Aisle
5326,718,826249,324,Nov 13,3:58 PM,Other Location Display
5327,779,6533681,343,Nov 27,7:54 PM,Rear Aisle
5328,725,844165,400,Dec 14,5:17 PM,Rear Aisle
5329,768,965679,323,Dec 16,6:15 AM,Front End Cap
5330,797,1029743,450,Jul 8,6:41 PM,Other Location Display
5331,718,1098066,324,May 10,5:14 PM,In-Aisle
5332,761,826249,343,Aug 23,12:14 PM,In-Aisle
5333,788,909894,318,May 14,5:36 PM,Rear Aisle
5334,630,10312172,306,May 27,9:12 PM,Front End Cap
5335,762,9553288,31862,May 29,8:35 PM,Rear End Cap
5336,766,868764,333,Aug 4,4:41 PM,Front Aisle
5337,680,13213410,424,Aug 5,3:58 PM,In-Aisle
5338,766,868764,333,Aug 7,3:06 PM,Front Aisle
5339,647,859075,343,Jun 16,3:45 PM,Front Aisle
5340,718,940726,324,Jun 30,11:44 AM,Rear Aisle
5341,768,16219317,323,Sep 30,9:08 AM,Rear End Cap
5342,766,5582789,322,Nov 12,2:30 PM,Rear Aisle
5343,762,13158487,31862,Nov 13,8:34 PM,Other Location Display
5344,647,1103902,343,Nov 13,7:30 PM,Mid-Aisle End Cap
5345,718,879948,324,Mar 12,11:03 AM,Front Aisle
5346,788,1108168,360,Sep 12,2:01 PM,Front End Cap
5347,768,1029743,323,Jun 3,6:19 AM,Front End Cap
5348,605,826249,369,Oct 8,12:20 PM,In-Aisle
5349,788,827683,313,Feb 27,4:26 PM,Front End Cap
5350,718,938700,324,Nov 6,9:30 PM,Other Location Display
5351,696,1003188,31742,Jan 18,3:21 PM,Front End Cap
5352,605,861819,369,Mar 4,1:29 PM,Rear End Cap
5353,696,920425,31742,Apr 8,6:09 PM,Other Location Display
5354,768,859075,323,Feb 4,6:25 AM,In-Aisle
5355,768,13115914,323,Feb 8,6:49 PM,Rear End Cap
5356,706,981760,421,Dec 26,7:29 PM,Rear Aisle
5357,605,1125382,448,Apr 15,3:25 PM,Rear End Cap
5358,718,996750,324,Mar 31,6:24 PM,Other Location Display
5359,696,9526410,31742,Apr 21,11:45 AM,Front Aisle
5360,766,900145,333,May 21,5:53 PM,Front Aisle
5361,771,837569,359,Aug 1,10:34 PM,Front Aisle
5362,761,1076875,343,Sep 20,12:43 PM,In-Aisle
5363,761,5591170,343,Jun 24,11:15 AM,In-Aisle
5364,725,5569471,400,Jun 25,1:20 PM,In-Aisle
5365,631,1038217,389,Oct 31,1:36 PM,In-Shelf
5366,787,957736,389,Dec 3,2:05 PM,In-Aisle
5367,733,5569471,298,May 10,2:23 PM,In-Aisle
5368,712,1081262,448,Oct 19,12:06 PM,Front End Cap
5369,696,1041796,369,Oct 5,1:22 PM,Rear End Cap
5370,607,942525,432,May 28,10:30 AM,Front End Cap
5371,647,850102,343,Aug 8,6:36 PM,Rear Aisle
5372,647,7025275,343,Aug 8,6:36 PM,Front Aisle
5373,706,8090532,343,Aug 17,7:38 PM,Rear Aisle
5374,725,892008,400,Jun 18,1:05 PM,Other Location Display
5375,725,827683,400,Jul 4,2:26 PM,Front End Cap
5376,788,1002582,313,Jul 3,11:46 AM,Front Aisle
5377,788,1002582,313,Jul 5,1:58 PM,Front Aisle
5378,661,10355978,427,Jul 7,10:44 PM,In-Shelf
5379,712,885217,448,Aug 30,10:58 AM,Rear Aisle
5380,718,950824,324,Jul 25,6:49 PM,In-Aisle
5381,715,5568509,389,Mar 23,2:23 PM,Front Aisle
5382,605,965772,369,May 1,8:16 PM,In-Aisle
5383,647,893501,343,Sep 4,12:14 PM,In-Shelf
5384,680,1005609,424,Aug 10,4:11 PM,Rear Aisle
5385,630,879393,306,Nov 23,12:32 PM,In-Aisle
5386,786,878715,339,Apr 25,4:51 PM,Mid-Aisle End Cap
5387,718,1008768,324,Apr 25,7:28 PM,Other Location Display
5388,607,931671,380,May 24,8:08 PM,Front End Cap
5389,779,9337369,292,Jun 9,4:59 PM,Rear End Cap
5390,606,1003799,446,Aug 24,6:44 PM,Rear End Cap
5391,647,1076875,343,Oct 12,6:31 PM,Rear Aisle
5392,692,6533608,335,Nov 11,10:37 AM,Rear Aisle
5393,696,1003188,31742,Jan 30,9:42 PM,Front End Cap
5394,712,835796,448,Jan 30,12:40 PM,Side-Aisle End Cap
5395,764,1071342,33923,May 14,4:40 PM,Front End Cap
5396,761,890695,343,May 28,9:43 PM,Other Location Display
5397,725,1067185,400,Jul 3,5:39 PM,In-Aisle
5398,631,9655078,389,May 18,10:50 AM,Front End Cap
5399,696,1113768,31742,Jun 4,10:50 PM,Rear End Cap
5400,755,871061,388,Jun 8,7:02 PM,Rear Aisle
5401,661,1138292,427,Jun 22,7:10 PM,Rear End Cap
5402,692,1069621,335,Jul 11,3:57 PM,Rear End Cap
5403,696,6703742,31742,Jul 14,8:55 PM,Front End Cap
5404,764,981760,33923,Jan 17,9:22 AM,Front Aisle
5405,755,895295,382,Jan 18,4:54 PM,Rear Aisle
5406,696,8090532,31742,Mar 4,11:48 AM,Rear Aisle
5407,740,12383999,404,Nov 22,3:47 PM,Rear End Cap
5408,718,951593,324,Nov 23,10:02 PM,In-Shelf
5409,786,1107661,339,Nov 24,8:25 AM,In-Aisle
5410,605,890882,369,Dec 26,12:39 PM,In-Shelf
5411,715,942817,389,Mar 15,9:22 AM,In-Aisle
5412,768,834117,323,Dec 28,8:06 PM,Rear Aisle
5413,706,10121965,421,Mar 31,8:01 PM,Rear End Cap
5414,718,1008799,324,Mar 31,6:24 PM,Side-Aisle End Cap
5415,725,1098066,400,May 20,7:03 PM,Other Location Display
5416,779,995896,343,Jul 23,5:20 PM,In-Aisle
5417,699,1078763,408,Jun 7,1:53 PM,In-Shelf
5418,696,856210,31742,Aug 4,4:59 PM,In-Aisle
5419,630,10285243,306,Aug 14,12:05 PM,Rear Aisle
5420,630,880895,306,Dec 5,10:27 AM,Front End Cap
5421,699,10121894,408,Apr 23,2:41 PM,Front Aisle
5422,647,9672070,384,Mar 4,4:15 PM,Rear Aisle
5423,788,6443350,360,Mar 5,7:52 PM,Front End Cap
5424,725,883404,400,Apr 17,12:54 PM,In-Aisle
5425,696,12171674,358,Aug 28,11:59 PM,In-Aisle
5426,661,1138292,427,Jun 17,4:12 PM,Rear End Cap
5427,696,1048352,358,Jul 3,11:33 AM,In-Aisle
5428,718,1079223,324,Jul 3,11:07 AM,Rear Aisle
5429,766,981760,333,Oct 2,4:02 PM,In-Aisle
5430,768,1098066,323,Mar 3,6:20 AM,Other Location Display
5431,712,1022053,448,Feb 2,11:12 AM,In-Aisle
5432,718,942045,324,Feb 2,12:49 PM,Front End Cap
5433,601,884554,329,Dec 4,6:50 PM,Rear Aisle
5434,631,1002178,389,Mar 8,3:05 PM,Rear Aisle
5435,647,8090537,343,Mar 8,4:47 PM,In-Aisle
5436,786,903230,339,Dec 22,9:16 AM,In-Aisle
5437,768,834117,323,Dec 23,7:00 AM,Rear Aisle
5438,786,1065538,339,Jul 12,9:13 AM,Other Location Display
5439,786,910032,339,Jul 19,11:01 PM,Other Location Display
5440,696,1039831,31742,Jun 2,9:00 PM,Rear End Cap
5441,768,1043730,323,Oct 9,5:31 PM,Front End Cap
5442,680,832442,424,Oct 10,4:27 PM,Rear Aisle
5443,712,1081262,448,Sep 14,1:08 PM,Front End Cap
5444,715,819255,354,Feb 12,12:14 PM,Rear Aisle
5445,647,8090536,438,Jan 4,10:16 PM,In-Aisle
5446,753,1092026,396,Jan 5,5:50 PM,Rear Aisle
5447,699,852600,408,Jan 9,6:46 PM,Front End Cap
5448,630,9526410,306,Apr 28,11:10 AM,Other Location Display
5449,699,1026945,408,Sep 12,1:15 PM,Other Location Display
5450,733,15924953,356,Jul 20,3:26 PM,Rear End Cap
5451,771,1071939,359,May 18,6:18 PM,In-Shelf
5452,622,7441391,356,Sep 17,6:33 PM,Front Aisle
5453,631,13671735,389,Sep 4,1:32 PM,Rear Aisle
5454,771,823704,318,Aug 10,2:45 PM,Rear Aisle
5455,779,7025249,343,Oct 16,7:14 PM,Rear End Cap
5456,771,9419525,293,Nov 23,1:38 PM,Rear End Cap
5457,786,5569230,339,Aug 4,9:59 AM,In-Aisle
5458,768,834117,323,Oct 25,7:04 PM,Other Location Display
5459,788,879734,313,Aug 5,1:33 PM,Front Aisle
5460,715,1033615,354,Oct 19,1:17 PM,Other Location Display
5461,718,9469110,324,Jun 12,11:47 AM,Rear Aisle
5462,715,9337684,389,Jun 13,9:13 AM,Front Aisle
5463,630,1094619,306,Aug 24,2:30 PM,In-Shelf
5464,762,9297146,432,Jun 30,8:19 PM,Other Location Display
5465,607,9527494,432,Oct 15,6:25 PM,Other Location Display
5466,741,933633,315,Sep 3,8:49 PM,Rear Aisle
5467,718,917384,324,Jul 20,5:08 PM,Rear End Cap
5468,601,1030819,329,Mar 7,5:07 PM,In-Shelf
5469,692,827133,335,Jan 30,2:05 PM,Front Aisle
5470,696,1131550,31742,Dec 1,1:04 PM,Rear Aisle
5471,731,1039348,445,Dec 30,4:16 PM,Other Location Display
5472,718,956370,324,Dec 31,6:05 PM,Front Aisle
5473,699,8020205,408,Feb 19,1:25 PM,Other Location Display
5474,622,1081262,298,Jul 8,10:12 AM,Front End Cap
5475,718,12577242,324,Jun 14,3:30 AM,Front End Cap
5476,733,1049695,356,Sep 2,11:00 AM,In-Aisle
5477,712,1051989,448,Jun 16,9:42 AM,Other Location Display
5478,761,982955,343,Jun 29,3:43 PM,Front End Cap
5479,718,883404,324,Jun 30,12:10 PM,In-Aisle
5480,768,1135681,339,Aug 16,3:45 PM,Front End Cap
5481,768,1043730,323,Jul 4,8:22 PM,Mid-Aisle End Cap
5482,786,1106390,448,Nov 14,10:53 AM,Rear Aisle
5483,606,977499,446,Oct 18,8:39 PM,In-Shelf
5484,788,960984,360,May 16,7:07 PM,Rear Aisle
5485,768,912112,323,May 17,7:41 PM,Front End Cap
5486,740,999537,404,Sep 12,7:33 PM,Other Location Display
5487,712,856790,448,May 19,2:34 PM,Rear End Cap
5488,768,1139023,323,Sep 17,9:20 PM,Front End Cap
5489,607,1098066,432,Jun 4,8:32 PM,Other Location Display
5490,696,1092692,31742,Aug 14,9:24 PM,Rear End Cap
5491,722,1063707,359,Jun 6,9:26 AM,Rear End Cap
5492,622,932863,356,Jun 20,7:04 PM,Rear Aisle
5493,718,965378,324,Jul 9,8:36 AM,Other Location Display
5494,631,826249,389,Jul 14,11:08 AM,In-Aisle
5495,680,1092948,424,Nov 8,3:13 PM,Front Aisle
5496,716,1115576,400,Dec 8,9:07 AM,In-Aisle
5497,725,1030362,400,Feb 5,2:08 PM,Rear Aisle
5498,725,1098066,400,Feb 5,2:08 PM,In-Aisle
5499,661,888532,427,Dec 12,8:56 PM,Rear End Cap
5500,764,10285442,33923,Aug 22,9:50 AM,Other Location Display
5501,630,7441391,306,May 6,6:03 PM,Rear Aisle
5502,696,10285017,31742,Sep 1,8:59 PM,Side-Aisle End Cap
5503,696,978270,31742,Jun 11,9:35 AM,Side-Aisle End Cap
5504,725,883404,400,Jun 11,12:36 PM,In-Aisle
5505,779,6533362,343,Jun 11,8:17 PM,Mid-Aisle End Cap
5506,712,833025,448,Oct 5,12:59 PM,Rear Aisle
5507,788,849843,360,Aug 14,2:45 PM,In-Aisle
5508,699,959985,408,Oct 24,6:11 PM,In-Aisle
5509,712,995896,448,Nov 1,10:39 AM,Rear Aisle
5510,647,862582,438,Nov 27,8:20 PM,Front End Cap
5511,788,849843,360,Dec 7,7:39 PM,In-Aisle
5512,722,856715,359,Dec 7,10:57 AM,Front Aisle
5513,725,893018,400,May 7,4:43 PM,Other Location Display
5514,771,938700,424,Sep 15,12:11 PM,In-Shelf
5515,788,857849,318,Sep 15,12:49 PM,Rear Aisle
5516,605,1106523,369,Aug 8,7:34 PM,Rear End Cap
5517,740,849843,404,Aug 10,2:02 PM,Side-Aisle End Cap
5518,768,1029743,323,Jun 15,4:13 PM,Front End Cap
5519,699,1028715,408,Feb 26,4:08 PM,Front End Cap
5520,768,871440,306,Sep 20,9:29 AM,Side-Aisle End Cap
5521,771,958046,359,Dec 20,10:32 AM,In-Shelf
5522,712,10356540,448,Apr 10,10:48 AM,Front Aisle
5523,725,968932,400,Dec 21,4:47 PM,Front End Cap
5524,718,898068,327,Feb 19,11:13 AM,In-Shelf
5525,718,1048750,327,Feb 19,11:13 AM,In-Aisle
5526,725,1038217,400,Jan 8,1:58 PM,Front End Cap
5527,725,1098066,400,Jan 8,1:58 PM,Other Location Display
