,householdid,productid,weeknum,salesvalue,productdesc,productsubdesc,qty,cartid,storeid,daynum,transactiontime,displayadtypedesc,loyaltydiscount,coupondiscount,couponmatchdiscount
3318,601,1103752,33,1.99,SOFT DRINKS,SOFT DRINKS 6PK/4PK CAN CARB (,1,30176177229,306,223,1640,Other Location Display,-0.51,0.0,0.0
3319,607,6464086,28,2.0,BACON,BETTER FOR YOU,1,29672038264,432,193,2029,Rear Aisle,-1.79,0.0,0.0
3320,718,1013321,43,2.22,VEGETABLES - SHELF STABLE,BEANS GREEN: FS/WHL/CUT,3,31355785583,324,294,1155,In-Shelf,-0.15,0.0,0.0
3321,740,12188023,36,2.0,BAKING MIXES,MISCELLANEOUS PACKAGE MIXES,1,30673806230,404,244,1401,Front End Cap,-0.49,0.0,0.0
3322,718,1138953,36,1.31,BAKED BREAD/BUNS/ROLLS,DINNER ROLLS,1,30674067682,324,244,1827,In-Aisle,-0.08,0.0,0.0
3323,699,1099164,56,5.0,SOFT DRINKS,SOFT DRINKS 12/18&15PK CAN CAR,2,32730330911,408,386,1347,In-Aisle,-4.18,0.0,0.0
3324,715,1002654,51,1.67,DRY BN/VEG/POTATO/RICE,POTATOES: DRY,1,32173708715,389,353,2006,Rear End Cap,-0.82,0.0,0.0
3325,631,1117249,51,7.98,SEAFOOD - FROZEN,SEAFOOD-FRZ-BRD SHRIMP,2,32187466341,389,355,1252,Rear Aisle,-4.0,0.0,0.0
3326,768,1029743,52,2.69,FLUID MILK PRODUCTS,FLUID MILK WHITE ONLY,1,32204415115,323,356,0700,Front End Cap,0.0,0.0,0.0
3327,647,6463483,53,3.0,ICE CREAM/MILK/SHERBTS,PREMIUM,1,32445658474,438,368,2216,Rear End Cap,-1.79,0.0,0.0
3328,661,1138292,54,3.54,SOFT DRINKS,SOFT DRINKS 20PK&24PK CAN CARB,1,32555887314,427,374,1801,Rear End Cap,-0.39,0.0,0.0
3329,722,912817,54,3.99,LUNCHMEAT,POULTRY,2,32556222546,359,374,2042,Rear Aisle,-3.99,0.0,0.0
3330,631,5585636,71,0.4,YOGURT,YOGURT NOT MULTI-PACKS,1,34338742267,389,494,1511,Rear Aisle,0.0,0.0,0.0
3331,766,923746,78,1.29,EGGS,EGGS - LARGE,1,35877722535,333,538,1714,In-Aisle,-0.26,0.0,0.0
3332,761,859075,90,5.0,CHEESE,SHREDDED CHEESE,3,41124942383,343,627,1243,In-Aisle,-0.34,0.0,0.0
3333,725,1061394,95,2.0,SOUP,RTS SOUP: CHUNKY/HOMESTYLE ET,2,41587677288,400,658,1807,Rear End Cap,-2.58,0.0,0.0
3334,696,995896,96,4.49,BACON,PREMIUM,2,41665721020,31742,664,1423,Rear Aisle,-4.49,0.0,0.0
3335,766,900145,96,1.0,SOFT DRINKS,SFT DRNK 2 LITER BTL CARB INCL,1,41691911718,333,666,1452,Front Aisle,-0.39,0.0,0.0
3336,718,845377,15,5.54,SUNTAN,SUNTAN PROD W/SPF LOTION/OIL,1,28167946562,324,99,1617,Front End Cap,-0.45,0.0,0.0
3337,607,926233,17,1.5,COOKIES/CONES,CHOCOLATE COVERED COOKIES,1,28379285151,432,116,0813,Rear Aisle,-1.29,0.0,0.0
3338,768,1029743,21,2.69,FLUID MILK PRODUCTS,FLUID MILK WHITE ONLY,1,28789654642,323,143,2031,Front End Cap,0.0,0.0,0.0
3339,680,12949590,37,2.0,BAG SNACKS,POTATO CHIPS,1,30823033239,424,256,1647,Rear Aisle,-0.99,0.0,0.0
3340,788,899736,33,1.74,FRZN MEAT/MEAT DINNERS,FRZN SS PREMIUM ENTREES/DNRS/T,1,30229220221,360,227,0944,Rear End Cap,-1.75,0.0,0.0
3341,712,829950,24,5.99,LAUNDRY DETERGENTS,LIQUID LAUNDRY DETERGENTS,1,29141986784,369,163,1224,Rear End Cap,-2.0,0.0,0.0
3342,718,826249,27,2.38,BAKED BREAD/BUNS/ROLLS,HAMBURGER BUNS,2,29484475488,324,183,1107,Other Location Display,-0.2,0.0,0.0
3343,630,893018,44,2.0,CHEESE,IWS SINGLE CHEESE,1,31468596104,306,302,1438,In-Aisle,-0.99,0.0,0.0
3344,699,914190,40,5.0,CHEESE,CREAM CHEESE,4,31046290953,408,272,1323,In-Aisle,-2.96,0.0,0.0
3345,607,10285141,47,1.49,CANDY - PACKAGED,CANDY BARS (MULTI PACK),1,31833226041,320,325,1442,Other Location Display,0.0,0.0,0.0
3346,706,898601,58,1.25,BAKED SWEET GOODS,SWEET GOODS - FULL SIZE,1,32932137029,32004,401,1841,In-Aisle,-0.44,0.0,0.0
3347,733,932702,50,1.0,CAT FOOD,CAT TREATS,1,32041177385,356,342,1745,Rear End Cap,-0.49,0.0,0.0
3348,631,981760,63,0.88,EGGS,EGGS - X-LARGE,1,33433361477,389,438,1220,Front End Cap,-0.31,0.0,0.0
3349,631,5585636,71,0.4,YOGURT,YOGURT NOT MULTI-PACKS,1,34267802265,389,490,1654,Rear Aisle,0.0,0.0,0.0
3350,699,995896,73,5.0,BACON,PREMIUM,2,34850237447,408,507,1927,Rear Aisle,-3.98,0.0,0.0
3351,647,1020682,75,1.19,MISCELLANEOUS,SAUERKRAUT,1,35334109513,343,518,1844,Other Location Display,0.0,0.0,0.0
3352,601,8293440,77,3.99,FRZN NOVELTIES/WTR ICE,ADULT PREMIUM,1,35840873600,329,535,1739,Rear End Cap,-0.5,0.0,0.0
3353,788,1039589,93,1.0,BAG SNACKS,PRETZELS,1,41466765324,360,649,1102,In-Aisle,0.0,0.0,0.0
3354,622,871756,94,2.0,SALD DRSNG/SNDWCH SPRD,SEMI-SOLID SALAD DRESSING MAY,1,41532166423,356,654,1846,Rear End Cap,-0.87,0.0,0.0
3355,779,13416117,98,6.99,SEAFOOD - FROZEN,SEAFOOD-FRZ-IQF RAW SHRIMP RW,1,41918200314,343,683,0829,In-Aisle,-6.0,0.0,0.0
3356,696,1003188,99,5.16,CANNED JUICES,APPLE JUICE & CIDER (OVER 50%,4,41996172342,31742,689,2039,Front End Cap,-1.2,0.0,0.0
3357,788,1029504,99,1.0,BAG SNACKS,PRETZELS,1,42030965172,360,691,0953,In-Aisle,0.0,0.0,0.0
3358,725,826249,15,0.79,BAKED BREAD/BUNS/ROLLS,HAMBURGER BUNS,1,28210816137,400,103,1238,In-Aisle,-0.2,0.0,0.0
3359,788,1012873,37,2.0,FRZN MEAT/MEAT DINNERS,SS ECONOMY ENTREES/DINNERS ALL,2,30818911014,360,254,1413,Rear End Cap,0.0,0.0,0.0
3360,614,9527161,44,2.0,BAG SNACKS,POTATO CHIPS,1,31424333513,288,300,1925,Front End Cap,0.0,0.0,0.0
3361,605,1117059,44,1.0,ISOTONIC DRINKS,ISOTONIC DRINKS SINGLE SERVE,1,31468031197,369,301,2109,Other Location Display,-0.33,0.0,0.0
3362,607,839419,26,8.99,MEAT - MISC,BREAST - BONELESS(IQF),2,29353213409,372,179,1700,Rear Aisle,-8.99,0.0,0.0
3363,768,6703742,26,3.99,WATER - CARBONATED/FLVRD DRINK,SPRING WATER,1,29353254495,323,179,2252,Front End Cap,-4.0,0.0,0.0
3364,725,9836903,45,1.38,LUNCHMEAT,MISCELLANEOUS,2,31623870638,400,309,1152,Rear Aisle,0.0,0.0,0.0
3365,718,9527290,64,1.8,BAG SNACKS,POTATO CHIPS,1,33506967509,324,445,1916,Side-Aisle End Cap,-0.2,0.0,0.0
3366,630,832678,57,2.0,CRACKERS/MISC BKD FD,BUTTER SPRAY CRACKER (RITZ/CLU,1,32835865373,306,394,1053,Front End Cap,-0.23,0.0,0.0
3367,718,6533936,48,7.5,SOFT DRINKS,SOFT DRINKS 12/18&15PK CAN CAR,3,31908630819,324,331,1258,In-Aisle,-4.47,0.0,0.0
3368,733,932702,50,2.0,CAT FOOD,CAT TREATS,2,32090736285,356,346,1326,Rear End Cap,-0.98,0.0,0.0
3369,788,981760,50,1.0,EGGS,EGGS - X-LARGE,1,32091377269,313,347,1454,In-Aisle,-0.19,0.0,0.0
3370,725,7025250,51,2.0,COOKIES/CONES,SPECIALTY COOKIES,1,32125667389,400,349,1742,Rear End Cap,-0.89,0.0,0.0
3371,768,859075,64,1.67,CHEESE,SHREDDED CHEESE,1,33460680048,323,440,0618,Other Location Display,-0.11,0.0,0.0
3372,696,1003188,80,8.94,CANNED JUICES,APPLE JUICE & CIDER (OVER 50%,6,40106687617,31742,552,2353,In-Aisle,0.0,0.0,0.0
3373,768,1097239,69,1.67,CONVENIENT BRKFST/WHLSM SNACKS,TOASTER PASTRIES,1,34104026878,323,480,1331,Front End Cap,-0.22,0.0,0.0
3374,788,948254,69,1.0,FRUIT - SHELF STABLE,FRUIT BOWL AND CUPS,1,34133592158,360,481,2208,Other Location Display,-0.34,0.0,0.0
3375,718,826249,70,9.6,BAKED BREAD/BUNS/ROLLS,HAMBURGER BUNS,8,34186636844,324,485,1754,In-Aisle,-0.72,0.0,0.0
3376,630,15926886,86,2.5,BAG SNACKS,POTATO CHIPS,1,40703451139,306,600,1319,In-Aisle,0.0,0.0,0.0
3377,696,1035386,75,2.0,FRZN BREAKFAST FOODS,WAFFLES/PANCAKES/FRENCH TOAST,2,35463836653,31742,522,1524,Rear End Cap,-0.1,0.0,0.0
3378,696,983584,83,2.38,FLUID MILK PRODUCTS,CHOCOLATE MILK,1,40435917416,31742,579,1749,Front End Cap,-0.41,0.0,0.0
3379,680,12525082,84,1.0,ICE CREAM/MILK/SHERBTS,PREMIUM PINTS,1,40472676730,424,581,1558,In-Aisle,-0.69,0.0,0.0
3380,755,10122037,76,1.25,CRACKERS/MISC BKD FD,CHEESE CRACKERS (CHEEZ-ITS/GOL,1,35666072826,388,529,1722,Front End Cap,-0.74,0.0,0.0
3381,647,7168293,76,4.99,FRZN MEAT/MEAT DINNERS,FRZN BREADED PREPARED CHICK,1,35666494540,343,529,1636,In-Aisle,-1.0,0.0,0.0
3382,725,987562,84,2.5,CHEESE,SHREDDED CHEESE,2,40484756074,400,582,1356,In-Aisle,-1.06,0.0,0.0
3383,718,10121965,79,1.25,CRACKERS/MISC BKD FD,CHEESE CRACKERS (CHEEZ-ITS/GOL,1,40025940647,324,545,1210,Other Location Display,-0.4,0.0,0.0
3384,761,1021152,79,2.0,BAKING MIXES,BROWNIE MIX,2,40062240899,343,548,1107,Rear End Cap,-1.18,0.0,0.0
3385,605,991864,96,3.97,VITAMINS,VITAMIN - MULTIPLE COMBIN,2,41758350136,369,669,1528,Side-Aisle End Cap,-3.97,0.0,0.0
3386,766,1118393,98,0.5,CANDY - CHECKLANE,CANDY BARS (SINGLES)(INCLUDING,2,41878755657,322,680,1430,Front End Cap,-0.68,0.0,0.0
3387,779,13416117,98,6.99,SEAFOOD - FROZEN,SEAFOOD-FRZ-IQF RAW SHRIMP RW,1,41891787225,343,681,1322,In-Aisle,-6.0,0.0,0.0
3388,661,5569230,101,3.0,SOFT DRINKS,SOFT DRINKS 12/18&15PK CAN CAR,1,42153016669,330,700,1508,Rear End Cap,-1.69,0.0,0.0
3389,761,1102456,13,2.5,BEANS - CANNED GLASS & MW,PREPARED BEANS - BAKED W/PORK,2,28025122356,343,89,1300,In-Shelf,-1.48,0.0,0.0
3390,716,990797,19,2.5,CRACKERS/MISC BKD FD,CHEESE CRACKERS (CHEEZ-ITS/GOL,1,28601710457,400,128,1026,Rear End Cap,-0.99,0.0,0.0
3391,696,823721,35,2.99,CHEESE,GRATED CHEESE,1,30628507715,338,242,2121,In-Shelf,0.0,0.0,0.0
3392,647,1068719,39,3.58,SUGARS/SWEETNERS,SUGAR,2,31020382603,343,270,2228,Rear End Cap,-0.4,0.0,0.0
3393,718,9677370,43,17.88,PAPER TOWELS,PAPER TOWELS & HOLDERS,4,31355785583,324,294,1155,In-Aisle,-18.08,-4.0,0.0
3394,606,849843,31,1.98,BAKED BREAD/BUNS/ROLLS,MAINSTREAM WHEAT/MULTIGRAIN BR,2,30017872227,446,211,1815,In-Aisle,-0.6,0.0,0.0
3395,605,948254,29,1.2,FRUIT - SHELF STABLE,FRUIT BOWL AND CUPS,1,30031947761,448,201,1904,In-Shelf,-0.22,0.0,0.0
3396,696,13007514,47,1.67,CONVENIENT BRKFST/WHLSM SNACKS,FRUIT SNACKS,1,31769650989,31742,321,1544,In-Aisle,-1.12,0.0,0.0
3397,699,1095374,65,2.99,HOT DOGS,PREMIUM - MEAT,1,33657962412,408,451,1918,Rear Aisle,0.0,0.0,0.0
3398,718,1054483,51,2.5,PROCESSED,DIPS,1,32149761511,324,351,1652,In-Shelf,-0.49,0.0,0.0
3399,764,1069621,51,1.79,SHORTENING/OIL,CANOLA OILS,1,32173201302,33923,353,1604,Rear End Cap,-0.13,0.0,0.0
3400,768,951590,54,1.5,BAKED BREAD/BUNS/ROLLS,MAINSTREAM WHITE BREAD,1,32505290057,323,372,0619,In-Aisle,-0.49,0.0,0.0
3401,630,839419,74,5.99,MEAT - MISC,BREAST - BONELESS(IQF),1,35080587532,306,511,2112,In-Aisle,-3.0,0.0,0.0
3402,797,1029743,74,2.69,FLUID MILK PRODUCTS,FLUID MILK WHITE ONLY,1,35144052561,450,514,1900,Front End Cap,0.0,0.0,0.0
3403,696,923746,78,1.29,EGGS,EGGS - LARGE,1,36029875520,31742,543,1102,Rear Aisle,-0.2,0.0,0.0
3404,761,9707240,96,2.5,HOT DOGS,PREMIUM - MEAT,1,41679306416,343,665,1137,Front Aisle,-0.49,0.0,0.0
3405,764,1133877,20,2.0,FROZEN PIZZA,SNACKS/APPETIZERS,2,28675426972,346,133,1954,Rear End Cap,-1.98,0.0,0.0
3406,788,823758,32,1.0,MARGARINES,MARGARINE  STICK,2,30087546420,313,216,1333,Side-Aisle End Cap,-0.24,0.0,0.0
3407,753,12132685,32,1.88,REFRGRATD DOUGH PRODUCTS,REFRIGERATED COOKIES-CHUB,1,30106031927,396,217,1954,Rear Aisle,-1.31,0.0,0.0
3408,699,1136257,36,4.5,CHEESE,SHREDDED CHEESE,3,30731145114,408,248,0833,In-Aisle,-1.17,0.0,0.0
3409,647,8090513,56,2.5,SOFT DRINKS,SOFT DRINKS 12/18&15PK CAN CAR,1,32704897834,438,384,2023,In-Aisle,-2.09,0.0,0.0
3410,605,12695224,62,2.99,CHEESE,LOAF CHEESE,1,33293762311,369,427,1329,Other Location Display,0.0,0.0,0.0
3411,718,13769186,56,1.0,EASTER,GRASS/SHRED,2,32760315615,324,389,1051,Other Location Display,0.0,0.0,0.0
3412,696,1105816,62,1.67,CANNED JUICES,ASEPTIC PACK JUICE AND DRINKS,1,33293946680,31742,428,1747,Front End Cap,-0.18,0.0,0.0
3413,718,972931,62,1.99,MARGARINES,MARGARINE: TUBS AND BOWLS,1,33294420824,324,428,1325,In-Aisle,0.0,0.0,0.0
3414,718,910745,49,0.94,BEANS - CANNED GLASS & MW,VARIETY BEANS - KIDNEY PINTO,2,32007132274,324,340,1649,Rear End Cap,-0.1,0.0,0.0
3415,606,5568509,54,0.34,CANDY - CHECKLANE,CANDY BARS (SINGLES)(INCLUDING,1,32556676281,381,375,1224,Front Aisle,-0.26,0.0,0.0
3416,718,8091550,17,3.59,BREAKFAST SAUSAGE/SANDWICHES,ROLLS - PORK,2,28379650327,324,116,0916,Rear Aisle,-4.39,0.0,0.0
3417,786,989069,31,2.79,BREAKFAST SAUSAGE/SANDWICHES,LINKS - RAW,1,30055145360,339,215,0959,Rear Aisle,-0.2,0.0,0.0
3418,631,1011736,24,1.0,CONDIMENTS/SAUCES,CATSUP,1,29157638595,389,164,1916,Rear End Cap,-0.99,0.0,0.0
3419,696,9526411,27,2.14,BAG SNACKS,POTATO CHIPS,1,29484070669,358,183,1133,In-Aisle,0.0,0.0,0.0
3420,740,5591083,27,2.0,CHEESE,SHREDDED CHEESE,1,29484856407,404,185,1427,Side-Aisle End Cap,-1.99,0.0,0.0
3421,788,849843,64,0.88,BAKED BREAD/BUNS/ROLLS,MAINSTREAM WHEAT/MULTIGRAIN BR,1,33655325942,360,446,1418,In-Aisle,-0.41,0.0,0.0
3422,718,981760,56,1.11,EGGS,EGGS - X-LARGE,1,32760315615,324,389,1051,Rear Aisle,-0.08,0.0,0.0
3423,768,12384729,68,2.59,CHEESE,MISCELLANEOUS CHEESE,1,33956945888,323,468,1143,Other Location Display,0.0,0.0,0.0
3424,718,9337729,49,1.55,CONVENIENT BRKFST/WHLSM SNACKS,FRUIT SNACKS,1,32007132274,324,340,1649,Rear End Cap,-0.1,0.0,0.0
3425,771,905059,66,2.0,SOAP - LIQUID & BAR,LIQUID SOAP,2,33768255441,424,455,1007,Front Aisle,-1.98,0.0,0.0
3426,715,7168026,86,2.88,ICE CREAM/MILK/SHERBTS,PREMIUM,1,40666936470,443,597,1557,Front End Cap,-2.71,-1.0,0.0
3427,718,15511233,89,3.99,TOYS AND GAMES,DIECAST MINI,1,40969142696,324,620,1936,Front End Cap,0.0,0.0,0.0
3428,725,1130858,73,4.0,BREAKFAST SAUSAGE/SANDWICHES,ROLLS - PORK,2,34762442629,400,504,1903,Rear Aisle,-3.38,0.0,0.0
3429,761,950824,73,1.0,BAKED BREAD/BUNS/ROLLS,MAINSTREAM WHEAT/MULTIGRAIN BR,1,34762566457,343,504,1204,In-Aisle,-0.59,0.0,0.0
3430,718,898212,82,2.4,BAG SNACKS,TORTILLA/NACHO CHIPS,1,40336086654,324,569,1657,Side-Aisle End Cap,-0.19,0.0,0.0
3431,706,15596515,74,1.49,COLD CEREAL,KIDS CEREAL,1,35219184068,343,516,1647,Front End Cap,-3.3,0.0,0.0
3432,786,1065538,90,15.99,BEERS/ALES,BEERALEMALT LIQUORS,1,41062855168,339,624,0810,Mid-Aisle End Cap,0.0,0.0,0.0
3433,733,879948,90,0.25,CANDY - CHECKLANE,CANDY BARS (SINGLES)(INCLUDING,1,41062941787,356,624,1627,Front Aisle,-0.35,0.0,0.0
3434,696,1004909,77,1.0,FRZN BREAKFAST FOODS,WAFFLES/PANCAKES/FRENCH TOAST,1,35840631867,31742,534,1817,Rear End Cap,-0.05,0.0,0.0
3435,696,852182,90,1.0,COCOA MIXES,HOT CHOCOLATE COCOA MIX,1,41124415807,31742,627,1225,Other Location Display,-1.09,0.0,0.0
3436,718,916381,88,1.76,SOFT DRINKS,SFT DRNK 2 LITER BTL CARB INCL,2,40827018158,324,610,1831,In-Aisle,-1.42,0.0,0.0
3437,788,17900896,98,2.0,CANDY - PACKAGED,SEASONAL MISCELLANEOUS,4,41931556261,360,684,1449,Front Aisle,0.0,0.0,0.0
3438,661,5569230,100,11.0,SOFT DRINKS,SOFT DRINKS 12/18&15PK CAN CAR,4,42038904030,427,692,2005,Front End Cap,-7.76,0.0,0.0
3439,622,1045220,100,4.0,MEAT - SHELF STABLE,PASTA: CANNED,4,42049686420,356,693,1739,Other Location Display,0.0,0.0,0.0
3440,607,1002980,11,1.0,LUNCHMEAT,POULTRY,1,27828943672,372,71,1840,Rear Aisle,-0.5,0.0,0.0
3441,631,5590287,11,0.44,YOGURT,YOGURT NOT MULTI-PACKS,1,27853407338,389,73,1557,In-Aisle,0.0,0.0,0.0
3442,725,859075,19,5.0,CHEESE,SHREDDED CHEESE,3,28601135946,400,127,1241,In-Aisle,-3.07,0.0,0.0
3443,631,1091976,20,0.69,CONDIMENTS/SAUCES,SALAD MUSTARD,1,28675990938,389,134,1216,In-Shelf,-0.3,0.0,0.0
3444,788,12757140,37,2.5,BAG SNACKS,POTATO CHIPS,1,30818911014,360,254,1413,In-Aisle,-0.49,0.0,0.0
3445,696,976199,37,5.0,BUTTER,BUTTER,2,30822110556,31742,255,1122,Rear Aisle,-2.18,0.0,0.0
3446,762,1010190,22,1.34,SOFT DRINKS,SFT DRNK 2 LITER BTL CARB INCL,1,28853526485,432,146,1515,Side-Aisle End Cap,-0.25,0.0,0.0
3447,761,868764,44,2.0,SOFT DRINKS,SFT DRNK 2 LITER BTL CARB INCL,2,31468120261,343,301,2014,Rear Aisle,-1.18,0.0,0.0
3448,718,973861,45,1.48,VEGETABLES - SHELF STABLE,BEANS GREEN: FS/WHL/CUT,2,31623987726,324,309,2130,Other Location Display,-0.1,0.0,0.0
3449,718,1098066,58,1.2,BAKED BREAD/BUNS/ROLLS,HOT DOG BUNS,1,32957471270,324,403,1404,In-Aisle,-0.09,0.0,0.0
3450,741,13671433,60,5.99,SEAFOOD - FROZEN,SEAFOOD-FRZ-MISC,2,33106722226,315,414,2048,Other Location Display,-5.99,0.0,0.0
3451,631,17105058,91,2.5,CANDY - PACKAGED,SEASONAL CANDY BAGS-CHOCOLATE,1,41160467198,389,629,1626,In-Shelf,-0.39,0.0,0.0
3452,706,976199,92,1.88,BUTTER,BUTTER,1,41366228521,32004,641,1726,In-Aisle,-1.11,0.0,0.0
3453,630,994262,72,3.0,FROZEN PIZZA,PIZZA/ECONOMY,3,34642161262,306,500,1414,Front End Cap,0.0,0.0,0.0
3454,731,13987135,72,1.6,ISOTONIC DRINKS,ISOTONIC DRINKS SINGLE SERVE,2,34664567519,355,502,2015,Rear End Cap,-1.07,0.0,0.0
3455,718,916381,88,0.88,SOFT DRINKS,SFT DRNK 2 LITER BTL CARB INCL,1,40801097170,324,608,1741,In-Aisle,-0.71,0.0,0.0
3456,725,5569230,76,5.0,SOFT DRINKS,SOFT DRINKS 12/18&15PK CAN CAR,2,35598355795,400,526,1236,In-Aisle,-4.38,-2.5,0.0
3457,718,1064455,90,8.99,BAKED SWEET GOODS,SWEET GOODS - FULL SIZE,1,41109841965,324,625,1811,In-Aisle,0.0,0.0,0.0
3458,718,859075,79,4.41,CHEESE,SHREDDED CHEESE,3,40025940647,324,545,1210,Side-Aisle End Cap,-0.39,0.0,0.0
3459,696,15740900,79,2.49,BAG SNACKS,CANISTER POTATO/TORT CHIPS,1,40072802549,31742,549,2023,Side-Aisle End Cap,0.0,0.0,0.0
3460,631,1043035,98,1.34,SOFT DRINKS,MIXERS(CLUB SODA/SELTZERS)FLAV,2,41848066228,389,678,1359,Other Location Display,-0.44,0.0,0.0
3461,715,1128665,98,0.4,CANDY - CHECKLANE,CANDY BARS (SINGLES)(INCLUDING,2,41904785584,415,682,1046,Front Aisle,-0.79,0.0,0.0
3462,631,1043035,98,1.34,SOFT DRINKS,MIXERS(CLUB SODA/SELTZERS)FLAV,2,41904801393,389,682,1400,Other Location Display,-0.44,0.0,0.0
3463,647,17901795,100,0.5,CANDY - PACKAGED,SEASONAL MISCELLANEOUS,1,42076927732,438,695,2020,Front Aisle,0.0,0.0,0.0
3464,788,1118648,101,2.0,BABY HBC,BABY WIPES,2,42136081096,360,699,1621,Front Aisle,-1.98,0.0,0.0
3465,764,1029743,101,2.89,FLUID MILK PRODUCTS,FLUID MILK WHITE ONLY,1,42152912727,33923,700,1547,Front End Cap,0.0,0.0,0.0
3466,718,5996494,9,2.0,SPRING/SUMMER SEASONAL,MISC HOLIDAYS,3,27687100515,324,60,1021,Rear End Cap,0.0,0.0,0.0
3467,788,1064299,10,2.5,ICE CREAM/MILK/SHERBTS,PREMIUM,1,27733116639,360,63,1952,Front End Cap,-2.69,0.0,0.0
3468,607,960732,38,2.5,COLD CEREAL,ALL FAMILY CEREAL,1,30871497999,432,259,2303,Rear End Cap,-1.49,0.0,0.0
3469,718,1037076,40,4.59,HEAT/SERVE,ENTREES,1,31058882563,324,273,1822,Rear Aisle,-0.4,0.0,0.0
3470,788,938700,46,5.0,VEGETABLES - SHELF STABLE,CORN,10,31723340427,360,317,1118,Other Location Display,-2.9,0.0,0.0
3471,718,981760,56,2.22,EGGS,EGGS - X-LARGE,2,32730776617,324,386,1654,Rear Aisle,-0.16,-1.58,0.0
3472,712,999270,49,5.0,BACON,ECONOMY,2,31969330475,448,336,1151,Rear Aisle,-2.98,0.0,0.0
3473,696,992071,58,14.99,IMPORTED WINE,AUSTRALIAN/NZ WINES,1,32895142464,31742,399,2155,Other Location Display,0.0,0.0,0.0
3474,786,972665,51,3.59,BREAKFAST SAUSAGE/SANDWICHES,OTHER,1,32187215236,339,355,0916,Other Location Display,0.0,0.0,0.0
3475,699,1096036,63,2.5,CHEESE,IWS SINGLE CHEESE,2,33432920437,408,438,1029,In-Aisle,-1.22,0.0,0.0
3476,715,1106523,68,2.0,FLUID MILK PRODUCTS,FLUID MILK WHITE ONLY,1,34010827731,389,473,1528,Front End Cap,-0.69,0.0,0.0
3477,786,1106523,60,2.69,FLUID MILK PRODUCTS,FLUID MILK WHITE ONLY,1,33155550302,339,418,0859,Other Location Display,0.0,0.0,0.0
3478,718,9527290,71,1.81,BAG SNACKS,POTATO CHIPS,1,34338772060,324,494,1714,Side-Aisle End Cap,-0.19,0.0,0.0
3479,788,907994,71,1.0,CANDY - CHECKLANE,CANDY BARS (SINGLES)(INCLUDING,4,34574000274,360,495,1047,Front Aisle,-1.38,0.0,0.0
3480,741,842140,72,1.67,CHEESE,SHREDDED CHEESE,1,34576932302,315,498,2110,Side-Aisle End Cap,-1.12,0.0,0.0
3481,788,1043590,72,3.58,SHORTENING/OIL,VEGETABLE/SALAD OIL,2,34577228505,318,498,1736,Rear End Cap,-0.26,0.0,0.0
3482,630,981760,74,0.79,EGGS,EGGS - X-LARGE,1,35109078007,329,513,1752,In-Aisle,-0.3,0.0,0.0
3483,712,981760,74,0.79,EGGS,EGGS - X-LARGE,1,35145795382,448,515,1035,Rear Aisle,-0.3,0.0,0.0
3484,761,1003159,90,1.98,SOUP,DRY SOUP,2,41124942383,343,627,1243,In-Aisle,-1.0,0.0,0.0
3485,718,876695,13,3.34,FROZEN PIZZA,SANDWICHES&HANDHELDS,2,27997630983,324,85,1322,Other Location Display,-0.66,0.0,0.0
3486,630,1124729,86,2.0,CANDY - CHECKLANE,CANDY BARS (SINGLES)(INCLUDING,8,40703451139,306,600,1319,Rear Aisle,-2.76,0.0,0.0
3487,647,12949855,72,2.5,COLD CEREAL,ALL FAMILY CEREAL,1,34665057138,438,502,1522,Rear End Cap,-0.97,0.0,0.0
3488,696,873627,75,1.67,BAKED BREAD/BUNS/ROLLS,MAINSTREAM WHITE BREAD,1,35463836653,31742,522,1524,Side-Aisle End Cap,-0.32,0.0,0.0
3489,741,1116770,76,4.0,FRZN MEAT/MEAT DINNERS,FRZN SS PREMIUM ENTREES/DNRS/T,2,35597562017,315,525,1951,Front End Cap,-2.38,0.0,0.0
3490,718,859010,97,1.88,BAG SNACKS,TORTILLA/NACHO CHIPS,1,41835046812,324,677,1658,In-Aisle,-0.71,0.0,0.0
3491,725,883404,98,2.64,BAKED BREAD/BUNS/ROLLS,MAINSTREAM WHITE BREAD,3,41878671742,400,680,1549,Other Location Display,-1.23,0.0,0.0
3492,733,9527184,101,4.0,PAPER HOUSEWARES,FOAM PLATES,1,42172607616,356,702,1905,Rear End Cap,-0.19,0.0,0.0
3493,768,5588161,16,6.49,MEAT - MISC,WINGS (IQF),1,28294464492,323,109,2251,Other Location Display,0.0,0.0,0.0
3494,647,1035143,10,1.99,FRZN POTATOES,FRZN FRENCH FRIES,1,27733012736,384,62,1615,Rear End Cap,-0.7,0.0,0.0
3495,740,12385554,42,0.94,BAKING MIXES,LAYER CAKE MIX,1,31317056405,404,291,1426,Rear End Cap,0.0,0.0,0.0
3496,712,9526410,34,2.0,BAG SNACKS,POTATO CHIPS,1,30515250430,448,230,1101,In-Aisle,0.0,0.0,0.0
3497,718,1013321,41,2.96,VEGETABLES - SHELF STABLE,BEANS GREEN: FS/WHL/CUT,4,31185086866,324,283,1532,In-Shelf,-0.2,0.0,0.0
3498,762,6464165,28,4.54,ICE CREAM/MILK/SHERBTS,PREMIUM,1,29578023417,391,188,2038,Rear End Cap,-0.25,0.0,0.0
3499,605,1044805,29,1.67,SOUP,RTS SOUP: CHUNKY/HOMESTYLE ET,1,30031947761,448,201,1904,In-Shelf,-0.29,0.0,0.0
