householdid,productid,storeid,transactiontime,daydate,productdesc,productsubdesc,salesvalue,displayadtypedesc
786,1121346,339,9:03 AM,Sep 7,SOAP - LIQUID & BAR,BAR SOAP,3.5,Mid-Aisle End Cap
712,1011676,369,1:17 PM,Sep 7,DOMESTIC WINE,ULTRA PREMIUM WINES,10.99,Side-Aisle End Cap
718,987480,324,4:47 PM,Nov 27,CANDY - CHECKLANE,CANDY BARS (SINGLES)(INCLUDING,0.25,Front Aisle
755,983267,382,10:48 AM,Feb 8,SOFT DRINKS,SOFT DRINKS 20PK&24PK CAN CARB,4.88,In-Aisle
788,1136755,313,2:54 PM,Dec 14,SOFT DRINKS,SOFT DRINKS 20PK&24PK CAN CARB,4.15,In-Aisle
768,882109,323,9:17 PM,Dec 16,WATER,NON-CARB WATER FLVR - DRNK/MNR,1,Rear Aisle
718,910291,324,6:17 PM,Dec 17,CANDY - CHECKLANE,CANDY BARS (SINGLES)(INCLUDING,0.33,Front Aisle
715,827079,389,12:23 PM,Jan 11,FRZN MEAT/MEAT DINNERS,FRZN SS PREMIUM ENTREES/DNRS/N,2,Front End Cap
762,1070820,31862,12:50 PM,Apr 21,FLUID MILK PRODUCTS,FLUID MILK WHITE ONLY,2.42,Front End Cap
647,874643,343,2:58 PM,Aug 22,BAKING MIXES,LAYER CAKE MIX,0.88,Rear End Cap
725,914190,400,5:47 PM,Oct 1,CHEESE,CREAM CHEESE,6,Rear Aisle
725,892008,400,7:03 PM,May 20,MEAT - SHELF STABLE,PASTA: CANNED,2,In-Shelf
622,13115703,298,10:35 AM,Jul 22,BAG SNACKS,POTATO CHIPS,2.5,In-Aisle
764,10285106,33923,8:40 AM,Oct 2,CANDY - PACKAGED,CANDY BARS (MULTI PACK),2,Front Aisle
718,856335,324,6:42 PM,May 24,CONVENIENT BRKFST/WHLSM SNACKS,GRANOLA BARS,2.12,Rear End Cap
715,1075074,415,2:25 PM,Aug 31,FROZEN PIE/DESSERTS,FRZN WHIPPED TOPPING,1,Rear End Cap
712,1131344,448,12:48 PM,Jun 14,DINNER SAUSAGE,SMOKED/COOKED,2.5,Rear Aisle
622,1106523,356,12:45 PM,Jun 16,FLUID MILK PRODUCTS,FLUID MILK WHITE ONLY,2.32,Other Location Display
755,12171222,382,1:47 PM,Sep 28,BAKING NEEDS,BITS & MORSELS,1.32,Other Location Display
605,15596705,369,10:05 AM,Dec 5,COLD CEREAL,KIDS CEREAL,2.77,Rear End Cap
715,881608,415,3:25 PM,Dec 6,FRZN MEAT/MEAT DINNERS,SS ECONOMY ENTREES/DINNERS ALL,1,Front End Cap
718,1042907,324,4:17 PM,Apr 10,BACON,PREMIUM,3.54,Rear Aisle
753,926065,396,7:54 PM,Aug 6,FRZN VEGETABLE/VEG DSH,FRZN BAGGED VEGETABLES - PLAIN,1,Rear End Cap
797,1029743,450,12:18 PM,Sep 19,FLUID MILK PRODUCTS,FLUID MILK WHITE ONLY,2.49,Front End Cap
788,1108168,360,12:21 PM,Oct 9,SOFT DRINKS,SOFT DRINKS 12/18&15PK CAN CAR,2.09,Other Location Display
630,8090537,306,3:53 PM,Jun 11,SOFT DRINKS,SOFT DRINKS 12/18&15PK CAN CAR,2.5,In-Aisle
712,991402,369,12:24 PM,Jun 13,BAG SNACKS,BAGGED POPPED POPCORN,2,In-Aisle
712,897025,448,12:53 PM,Aug 24,ELECTRICAL SUPPPLIES,INSIDE FROST BULBS,3.29,Other Location Display
605,859075,448,7:40 PM,Oct 21,CHEESE,SHREDDED CHEESE,3,In-Aisle
768,1053690,323,6:13 AM,Sep 3,SOFT DRINKS,SFT DRNK 2 LITER BTL CARB INCL,0.88,Rear Aisle
788,1038217,313,10:54 AM,Jul 16,CRACKERS/MISC BKD FD,SOUP CRACKERS (SALTINE/OYSTER),1,Side-Aisle End Cap
766,1075074,333,8:06 PM,Sep 3,FROZEN PIE/DESSERTS,FRZN WHIPPED TOPPING,1,Rear End Cap
731,912322,445,2:27 PM,Oct 28,LIQUOR,COCKTAIL MIXES-FLUID:ADD LIQ,1.19,Front End Cap
786,1065538,339,1:10 PM,Sep 30,BEERS/ALES,BEERALEMALT LIQUORS,15.99,Other Location Display
764,896369,33923,9:25 AM,Feb 27,PNT BTR/JELLY/JAMS,PEANUT BUTTER,2,In-Aisle
631,8065410,389,2:22 PM,Apr 4,BACON,ECONOMY,2.5,Rear Aisle
712,981760,448,12:42 PM,Jan 18,EGGS,EGGS - X-LARGE,0.79,Rear Aisle
761,832678,343,1:07 PM,Nov 19,CRACKERS/MISC BKD FD,BUTTER SPRAY CRACKER (RITZ/CLU,2,Front End Cap
718,922907,327,11:13 AM,Feb 19,CHEESE,IWS SINGLE CHEESE,1.79,In-Aisle
755,898432,382,5:02 PM,Jan 6,CANDY - PACKAGED,SEASONAL CANDY BAGS-CHOCOLATE,3.98,In-Aisle
716,9837807,296,12:21 PM,May 26,LUNCHMEAT,LUNCH COMBO,1.98,Rear Aisle
761,990797,343,9:10 PM,Aug 28,CRACKERS/MISC BKD FD,CHEESE CRACKERS (CHEEZ-ITS/GOL,2,Mid-Aisle End Cap
762,838563,31862,8:24 PM,Jun 18,CANNED JUICES,ASEPTIC PACK JUICE AND DRINKS,1.85,Rear End Cap
718,850290,324,5:03 PM,Jun 21,DINNER MXS:DRY,SKILLET DINNERS,1.8,Rear End Cap
680,13190294,424,4:11 PM,Aug 10,BAG SNACKS,POTATO CHIPS,3,Other Location Display
779,1042438,292,4:59 PM,Jun 9,COOKIES/CONES,SANDWICH COOKIES,2.97,In-Aisle
788,842392,360,5:07 PM,Aug 11,COFFEE,GROUND COFFEE,1.67,In-Shelf
788,1097815,313,11:19 PM,Jun 28,FRZN NOVELTIES/WTR ICE,WATER ICE,2,Other Location Display
614,849843,288,7:17 PM,Aug 24,BAKED BREAD/BUNS/ROLLS,MAINSTREAM WHEAT/MULTIGRAIN BR,1.76,Side-Aisle End Cap
607,9527160,432,6:25 PM,Oct 15,BAG SNACKS,POTATO CHIPS,2,Side-Aisle End Cap
741,955587,315,8:49 PM,Sep 3,CRACKERS/MISC BKD FD,BUTTER SPRAY CRACKER (RITZ/CLU,2,Mid-Aisle End Cap
725,1098066,400,1:49 PM,Sep 4,BAKED BREAD/BUNS/ROLLS,HOT DOG BUNS,0.99,In-Aisle
761,864774,343,8:44 PM,Apr 15,CONDIMENTS/SAUCES,SALAD MUSTARD,0.88,Other Location Display
718,975604,324,10:51 AM,Jan 25,EASTER,SEASONAL MISCELLANEOUS,2,In-Aisle
725,883404,400,2:45 PM,Nov 20,BAKED BREAD/BUNS/ROLLS,MAINSTREAM WHITE BREAD,1.76,In-Aisle
762,1029743,369,1:59 PM,Nov 20,FLUID MILK PRODUCTS,FLUID MILK WHITE ONLY,2.51,Other Location Display
718,859075,324,5:06 PM,Nov 20,CHEESE,SHREDDED CHEESE,3.4,Side-Aisle End Cap
740,890955,370,4:30 PM,Nov 23,ICE CREAM/MILK/SHERBTS,PREMIUM,3,Front End Cap
761,8090532,343,5:24 PM,Mar 7,SOFT DRINKS,SOFT DRINKS 12/18&15PK CAN CAR,2.5,In-Aisle
788,1039589,360,7:08 PM,Mar 15,BAG SNACKS,PRETZELS,1,In-Aisle
725,883404,400,2:56 PM,Feb 15,BAKED BREAD/BUNS/ROLLS,MAINSTREAM WHITE BREAD,1.76,In-Aisle
715,859075,389,9:22 AM,Mar 15,CHEESE,SHREDDED CHEESE,3,Other Location Display
699,13095135,408,10:16 AM,Apr 26,HAIR CARE PRODUCTS,DANDRUFF-MEDICATED SHAMPOOS,4.5,Rear End Cap
622,981760,356,9:30 AM,Apr 27,EGGS,EGGS - X-LARGE,0.79,Rear Aisle
712,999270,369,12:59 PM,May 12,BACON,ECONOMY,5,Rear Aisle
725,893501,400,4:07 PM,Jul 18,SOFT DRINKS,SFT DRNK 2 LITER BTL CARB INCL,2,In-Aisle
696,883404,31742,9:13 AM,May 30,BAKED BREAD/BUNS/ROLLS,MAINSTREAM WHITE BREAD,0.99,Other Location Display
762,871756,31862,8:24 PM,Jun 18,SALD DRSNG/SNDWCH SPRD,SEMI-SOLID SALAD DRESSING MAY,2,Rear End Cap
706,5568378,343,7:48 PM,Oct 27,BAG SNACKS,TORTILLA/NACHO CHIPS,1.88,Front End Cap
630,10306692,306,2:46 PM,Nov 17,FITNESS&DIET,FITNESS&DIET - BARS,3,Front End Cap
718,8090521,324,10:36 PM,Apr 5,SOFT DRINKS,SOFT DRINKS 12/18&15PK CAN CAR,3.34,In-Aisle
601,9884670,306,5:18 PM,Mar 15,CANDY - PACKAGED,MISCELLANEOUS CANDY (INCLUDING,2.4,Front Aisle
725,1053690,400,12:41 PM,May 8,SOFT DRINKS,SFT DRNK 2 LITER BTL CARB INCL,1.76,In-Aisle
680,1103741,352,4:15 PM,Oct 4,FRUIT - SHELF STABLE,MANDARIN ORANGES/CITRUS SECT,1.29,Front Aisle
712,888431,448,2:24 PM,Aug 2,FRZN BREAKFAST FOODS,WAFFLES/PANCAKES/FRENCH TOAST,1.5,Front End Cap
761,930917,343,6:38 PM,Oct 11,MEAT - SHELF STABLE,PASTA: CANNED,2,Front End Cap
740,854496,404,2:03 PM,Jul 11,HOT DOGS,PREMIUM - BEEF,3.99,Rear Aisle
725,1098066,400,2:46 PM,Jul 11,BAKED BREAD/BUNS/ROLLS,HOT DOG BUNS,0.99,In-Aisle
715,1096036,389,4:32 PM,Oct 27,CHEESE,IWS SINGLE CHEESE,1.5,In-Aisle
786,7410015,339,9:17 AM,Nov 10,FRZN VEGETABLE/VEG DSH,FRZN BOXED VEGETABLES- VALUE A,1.29,Other Location Display
718,965378,324,5:43 PM,Feb 5,COOKIES/CONES,CONES,2.06,Other Location Display
786,981760,339,9:16 AM,Dec 22,EGGS,EGGS - X-LARGE,1,Rear Aisle
699,12582361,408,1:15 PM,Sep 12,SUGARS/SWEETNERS,SWEETENERS,4.49,Other Location Display
788,844165,360,6:11 PM,Sep 23,SOFT DRINKS,SFT DRNK 2 LITER BTL CARB INCL,1,In-Aisle
761,832288,343,4:26 PM,May 16,ORAL HYGIENE PRODUCTS,TOOTHPASTE,4,Rear End Cap
725,893501,400,3:42 PM,Jul 20,SOFT DRINKS,SFT DRNK 2 LITER BTL CARB INCL,3,In-Aisle
725,844165,400,5:39 PM,Jul 3,SOFT DRINKS,SFT DRNK 2 LITER BTL CARB INCL,2,In-Aisle
712,1070820,369,12:38 PM,Nov 3,FLUID MILK PRODUCTS,FLUID MILK WHITE ONLY,2.89,Front End Cap
715,5569845,415,9:36 AM,Nov 13,SOFT DRINKS,SOFT DRINKS 12/18&15PK CAN CAR,2.75,In-Aisle
607,883404,432,7:18 PM,Mar 30,BAKED BREAD/BUNS/ROLLS,MAINSTREAM WHITE BREAD,0.88,In-Aisle
718,8090521,324,10:04 PM,Apr 3,SOFT DRINKS,SOFT DRINKS 12/18&15PK CAN CAR,3.34,In-Aisle
718,8204756,324,8:22 PM,Feb 27,LAUNDRY DETERGENTS,LIQUID LAUNDRY DETERGENTS,3.99,Rear End Cap
718,8204756,324,3:37 PM,Mar 3,LAUNDRY DETERGENTS,LIQUID LAUNDRY DETERGENTS,3.99,Rear End Cap
607,883404,432,10:00 PM,Mar 28,BAKED BREAD/BUNS/ROLLS,MAINSTREAM WHITE BREAD,0.88,In-Aisle
779,862799,292,11:02 AM,Jul 27,COFFEE,GROUND COFFEE,5.99,Rear End Cap
768,937626,323,3:56 PM,May 28,REFRGRATD JUICES/DRNKS,DAIRY CASE JUICE DRNK UNDER 10,0.77,Other Location Display
753,834491,396,2:57 PM,Aug 10,CONVENIENT BRKFST/WHLSM SNACKS,TREATS,4,Rear End Cap
797,1029743,450,5:27 PM,Oct 27,FLUID MILK PRODUCTS,FLUID MILK WHITE ONLY,2.69,Other Location Display
696,1043730,31742,11:38 AM,Jul 23,FROZEN PIZZA,PIZZA/PREMIUM,4.97,Front End Cap
740,936355,404,2:02 PM,Oct 24,BACON,PREMIUM,6,Rear Aisle
607,844165,391,9:27 AM,Apr 6,SOFT DRINKS,SFT DRNK 2 LITER BTL CARB INCL,2,In-Aisle
741,1080414,315,7:50 PM,Dec 15,CANDY - CHECKLANE,CANDY BARS (SINGLES)(INCLUDING,1,Other Location Display
771,890882,359,6:44 AM,Dec 15,VEGETABLES - SHELF STABLE,TOMATOES: STEWED/DICED/CRMD,1.34,In-Shelf
771,9707240,359,2:19 PM,Apr 12,HOT DOGS,PREMIUM - MEAT,2,In-Shelf
771,9707240,359,9:48 PM,Apr 12,HOT DOGS,PREMIUM - MEAT,2,In-Shelf
718,825970,324,12:42 PM,Jul 13,HOT DOGS,PREMIUM - MEAT,2.49,Rear Aisle
712,15511891,448,1:28 PM,May 20,BAKED BREAD/BUNS/ROLLS,HOT DOG BUNS,0.88,Other Location Display
699,1099157,408,7:27 PM,May 23,HOUSEHOLD CLEANG NEEDS,DRAIN CARE,11.98,Other Location Display
741,982485,315,9:42 PM,Oct 2,RICE CAKES,RICE CAKES,5.38,Other Location Display
762,5582712,31862,3:27 PM,Dec 3,HEAT/SERVE,ENTREES,5,Other Location Display
607,9655449,432,1:41 AM,Mar 23,PLASTIC HOUSEWARES,SEASONAL PLASTICS,3,Rear End Cap
706,9194207,343,6:10 AM,Oct 24,CANDY - PACKAGED,CANDY BARS (MULTI PACK),2,Front Aisle
614,837527,288,6:15 PM,Oct 30,COOKIES/CONES,VENDOR SIZE/SINGLE SERVE COOKI,1,Front Aisle
768,926318,323,6:32 AM,Nov 17,WATER,NON-CARB WATER FLVR - DRNK/MNR,1,Rear Aisle
631,940947,389,4:11 PM,Apr 28,HEAT/SERVE,ENTREES,5,Rear Aisle
718,7441391,324,5:49 PM,Mar 12,CANDY - CHECKLANE,CANDY BARS (SINGLES)(INCLUDING,0.2,Front Aisle
786,989069,339,8:58 AM,Jun 23,BREAKFAST SAUSAGE/SANDWICHES,LINKS - RAW,2.69,Rear Aisle
607,918368,432,8:41 PM,Jun 25,CHEESE,SHREDDED CHEESE,1.25,Rear Aisle
725,893501,400,6:21 PM,Mar 23,SOFT DRINKS,SFT DRNK 2 LITER BTL CARB INCL,2,Rear Aisle
725,1053690,400,2:16 PM,Dec 11,SOFT DRINKS,SFT DRNK 2 LITER BTL CARB INCL,1.76,In-Aisle
718,927191,324,4:52 PM,Dec 18,SEAFOOD - SHELF STABLE,TUNA,0.94,In-Shelf
718,924804,324,6:09 PM,Feb 11,FRZN BREAKFAST FOODS,WAFFLES/PANCAKES/FRENCH TOAST,0,Other Location Display
699,852600,408,7:08 PM,Mar 18,FRZN MEAT/MEAT DINNERS,FRZN SS PREMIUM ENTREES/DNRS/N,2,Front End Cap
725,893501,400,11:30 AM,Mar 18,SOFT DRINKS,SFT DRNK 2 LITER BTL CARB INCL,2,Rear Aisle
725,10285144,400,5:29 PM,Mar 18,CANDY - PACKAGED,CANDY BARS (MULTI PACK),1,Other Location Display
731,15926864,396,9:32 AM,Sep 12,BAG SNACKS,POTATO CHIPS,2.5,Side-Aisle End Cap
766,1125724,333,8:50 PM,May 15,SOAP - LIQUID & BAR,LIQUID SOAP,1,Front Aisle
712,1044805,448,11:25 AM,Sep 13,SOUP,RTS SOUP: CHUNKY/HOMESTYLE ET,1.79,Rear End Cap
692,1115874,335,12:12 PM,May 31,CANDY - CHECKLANE,CANDY BARS (SINGLES)(INCLUDING,1,Front Aisle
768,1117964,323,9:26 PM,Jun 3,FRZN MEAT/MEAT DINNERS,SS ECONOMY ENTREES/DINNERS ALL,0.88,Front End Cap
786,819518,339,9:05 AM,Aug 31,FRUIT - SHELF STABLE,CRANBERRY SAUCE,2,In-Shelf
718,867668,324,6:51 PM,Jun 28,CRACKERS/MISC BKD FD,SOUP CRACKERS (SALTINE/OYSTER),2.19,Rear Aisle
766,941427,333,10:28 PM,Jul 3,ORAL HYGIENE PRODUCTS,DENTAL FLOSS AND IMPLEMENTS,1,Front Aisle
786,878715,339,4:45 PM,Nov 3,BEERS/ALES,BEERALEMALT LIQUORS,16.99,Front End Cap
605,835236,369,7:10 PM,Nov 14,OLIVES,RIPE OLIVES,1.79,Other Location Display
718,5996494,324,10:21 AM,Mar 2,SPRING/SUMMER SEASONAL,MISC HOLIDAYS,2,Rear End Cap
788,1064299,360,7:52 PM,Mar 5,ICE CREAM/MILK/SHERBTS,PREMIUM,2.5,Front End Cap
718,8091550,324,9:16 AM,Apr 27,BREAKFAST SAUSAGE/SANDWICHES,ROLLS - PORK,3.59,Rear Aisle
762,1010190,432,3:15 PM,May 27,SOFT DRINKS,SFT DRNK 2 LITER BTL CARB INCL,1.34,Side-Aisle End Cap
696,9526411,358,11:33 AM,Jul 3,BAG SNACKS,POTATO CHIPS,2.14,In-Aisle
740,5591083,404,2:27 PM,Jul 5,CHEESE,SHREDDED CHEESE,2,Side-Aisle End Cap
718,1037076,324,6:22 PM,Oct 1,HEAT/SERVE,ENTREES,4.59,Rear Aisle
788,938700,360,11:18 AM,Nov 14,VEGETABLES - SHELF STABLE,CORN,5,Other Location Display
718,981760,324,4:54 PM,Jan 22,EGGS,EGGS - X-LARGE,2.22,Rear Aisle
718,1098066,324,2:04 PM,Feb 8,BAKED BREAD/BUNS/ROLLS,HOT DOG BUNS,1.2,In-Aisle
715,7168026,443,3:57 PM,Aug 21,ICE CREAM/MILK/SHERBTS,PREMIUM,2.88,Front End Cap
718,15511233,324,7:36 PM,Sep 13,TOYS AND GAMES,DIECAST MINI,3.99,Front End Cap
725,1130858,400,7:03 PM,May 20,BREAKFAST SAUSAGE/SANDWICHES,ROLLS - PORK,4,Rear Aisle
761,950824,343,12:04 PM,May 20,BAKED BREAD/BUNS/ROLLS,MAINSTREAM WHEAT/MULTIGRAIN BR,1,In-Aisle
718,898212,324,4:57 PM,Jul 24,BAG SNACKS,TORTILLA/NACHO CHIPS,2.4,Side-Aisle End Cap
718,916381,324,5:41 PM,Sep 1,SOFT DRINKS,SFT DRNK 2 LITER BTL CARB INCL,0.88,In-Aisle
725,5569230,400,12:36 PM,Jun 11,SOFT DRINKS,SOFT DRINKS 12/18&15PK CAN CAR,5,In-Aisle
718,1064455,324,6:11 PM,Sep 18,BAKED SWEET GOODS,SWEET GOODS - FULL SIZE,8.99,In-Aisle
647,17901795,438,8:20 PM,Nov 27,CANDY - PACKAGED,SEASONAL MISCELLANEOUS,0.5,Front Aisle
788,1118648,360,4:21 PM,Dec 1,BABY HBC,BABY WIPES,2,Front Aisle
764,1029743,33923,3:47 PM,Dec 2,FLUID MILK PRODUCTS,FLUID MILK WHITE ONLY,2.89,Front End Cap
786,989069,339,9:59 AM,Aug 4,BREAKFAST SAUSAGE/SANDWICHES,LINKS - RAW,2.79,Rear Aisle
631,1011736,389,7:16 PM,Jun 14,CONDIMENTS/SAUCES,CATSUP,1,Rear End Cap
761,868764,343,8:14 PM,Oct 29,SOFT DRINKS,SFT DRNK 2 LITER BTL CARB INCL,2,Rear Aisle
718,973861,324,9:30 PM,Nov 6,VEGETABLES - SHELF STABLE,BEANS GREEN: FS/WHL/CUT,1.48,Other Location Display
718,981760,324,10:51 AM,Jan 25,EGGS,EGGS - X-LARGE,1.11,Rear Aisle
712,999270,448,11:51 AM,Dec 3,BACON,ECONOMY,5,Rear Aisle
696,992071,31742,9:55 PM,Feb 4,IMPORTED WINE,AUSTRALIAN/NZ WINES,14.99,Other Location Display
771,905059,424,10:07 AM,Apr 1,SOAP - LIQUID & BAR,LIQUID SOAP,2,Front Aisle
715,1106523,389,3:28 PM,Apr 19,FLUID MILK PRODUCTS,FLUID MILK WHITE ONLY,2,Front End Cap
786,1106523,339,8:59 AM,Feb 23,FLUID MILK PRODUCTS,FLUID MILK WHITE ONLY,2.69,Other Location Display
631,17105058,389,4:26 PM,Sep 22,CANDY - PACKAGED,SEASONAL CANDY BAGS-CHOCOLATE,2.5,In-Shelf
706,976199,32004,5:26 PM,Oct 4,BUTTER,BUTTER,1.88,In-Aisle
718,9527290,324,5:14 PM,May 10,BAG SNACKS,POTATO CHIPS,1.81,Side-Aisle End Cap
788,907994,360,10:47 AM,May 11,CANDY - CHECKLANE,CANDY BARS (SINGLES)(INCLUDING,1,Front Aisle
741,842140,315,9:10 PM,May 14,CHEESE,SHREDDED CHEESE,1.67,Side-Aisle End Cap
788,1043590,318,5:36 PM,May 14,SHORTENING/OIL,VEGETABLE/SALAD OIL,3.58,Rear End Cap
630,981760,329,5:52 PM,May 29,EGGS,EGGS - X-LARGE,0.79,In-Aisle
712,981760,448,10:35 AM,May 31,EGGS,EGGS - X-LARGE,0.79,Rear Aisle
696,1004909,31742,6:17 PM,Jun 19,FRZN BREAKFAST FOODS,WAFFLES/PANCAKES/FRENCH TOAST,1,Rear End Cap
696,852182,31742,12:25 PM,Sep 20,COCOA MIXES,HOT CHOCOLATE COCOA MIX,1,Other Location Display
718,916381,324,6:31 PM,Sep 3,SOFT DRINKS,SFT DRNK 2 LITER BTL CARB INCL,1.76,In-Aisle
788,17900896,360,2:49 PM,Nov 16,CANDY - PACKAGED,SEASONAL MISCELLANEOUS,2,Front Aisle
661,5569230,427,8:05 PM,Nov 24,SOFT DRINKS,SOFT DRINKS 12/18&15PK CAN CAR,11,Front End Cap
622,1045220,356,5:39 PM,Nov 25,MEAT - SHELF STABLE,PASTA: CANNED,4,Other Location Display
715,1128665,389,12:49 PM,Mar 12,CANDY - CHECKLANE,CANDY BARS (SINGLES)(INCLUDING,1.2,Front Aisle
607,1002980,372,6:40 PM,Mar 13,LUNCHMEAT,POULTRY,1,Rear Aisle
631,5590287,389,3:57 PM,Mar 15,YOGURT,YOGURT NOT MULTI-PACKS,0.44,In-Aisle
725,859075,400,12:41 PM,May 8,CHEESE,SHREDDED CHEESE,5,In-Aisle
631,1091976,389,12:16 PM,May 15,CONDIMENTS/SAUCES,SALAD MUSTARD,0.69,In-Shelf
788,12757140,360,2:13 PM,Sep 12,BAG SNACKS,POTATO CHIPS,2.5,In-Aisle
696,976199,31742,11:22 AM,Sep 13,BUTTER,BUTTER,5,Rear Aisle
607,960732,432,11:03 PM,Sep 17,COLD CEREAL,ALL FAMILY CEREAL,2.5,Rear End Cap
788,849843,360,2:18 PM,Mar 23,BAKED BREAD/BUNS/ROLLS,MAINSTREAM WHEAT/MULTIGRAIN BR,0.88,In-Aisle
768,12384729,323,11:43 AM,Apr 14,CHEESE,MISCELLANEOUS CHEESE,2.59,Other Location Display
718,9337729,324,4:49 PM,Dec 7,CONVENIENT BRKFST/WHLSM SNACKS,FRUIT SNACKS,1.55,Rear End Cap
786,972665,339,9:16 AM,Dec 22,BREAKFAST SAUSAGE/SANDWICHES,OTHER,3.59,Other Location Display
699,1096036,408,10:29 AM,Mar 15,CHEESE,IWS SINGLE CHEESE,2.5,In-Aisle
741,13671433,315,8:48 PM,Feb 19,SEAFOOD - FROZEN,SEAFOOD-FRZ-MISC,5.99,Other Location Display
630,994262,306,2:14 PM,May 16,FROZEN PIZZA,PIZZA/ECONOMY,3,Front End Cap
731,13987135,355,8:15 PM,May 18,ISOTONIC DRINKS,ISOTONIC DRINKS SINGLE SERVE,1.6,Rear End Cap
706,15596515,343,4:47 PM,Jun 1,COLD CEREAL,KIDS CEREAL,1.49,Front End Cap
786,1065538,339,8:10 AM,Sep 17,BEERS/ALES,BEERALEMALT LIQUORS,15.99,Mid-Aisle End Cap
733,879948,356,4:27 PM,Sep 17,CANDY - CHECKLANE,CANDY BARS (SINGLES)(INCLUDING,0.25,Front Aisle
761,1003159,343,12:43 PM,Sep 20,SOUP,DRY SOUP,1.98,In-Aisle
718,859075,324,12:10 PM,Jun 30,CHEESE,SHREDDED CHEESE,4.41,Side-Aisle End Cap
696,15740900,31742,8:23 PM,Jul 4,BAG SNACKS,CANISTER POTATO/TORT CHIPS,2.49,Side-Aisle End Cap
631,1043035,389,1:59 PM,Nov 10,SOFT DRINKS,MIXERS(CLUB SODA/SELTZERS)FLAV,1.34,Other Location Display
715,1128665,415,10:46 AM,Nov 14,CANDY - CHECKLANE,CANDY BARS (SINGLES)(INCLUDING,0.4,Front Aisle
631,1043035,389,2:00 PM,Nov 14,SOFT DRINKS,MIXERS(CLUB SODA/SELTZERS)FLAV,1.34,Other Location Display
718,846823,324,4:41 PM,Apr 17,DINNER SAUSAGE,SMOKED/COOKED,5,Other Location Display
630,5995165,306,2:34 PM,May 10,CANDY - CHECKLANE,CHEWING GUM,0.5,Side-Aisle End Cap
768,1029743,323,12:35 PM,Aug 10,FLUID MILK PRODUCTS,FLUID MILK WHITE ONLY,2.69,Front End Cap
786,878715,339,9:29 AM,Jun 16,BEERS/ALES,BEERALEMALT LIQUORS,14.99,Mid-Aisle End Cap
601,13382308,329,5:56 PM,Feb 26,CRACKERS/MISC BKD FD,CHEESE CRACKERS (CHEEZ-ITS/GOL,2,Front End Cap
786,972665,339,9:16 AM,Jul 7,BREAKFAST SAUSAGE/SANDWICHES,OTHER,3.59,Other Location Display
699,1008814,408,1:47 PM,Jan 22,SOFT DRINKS,SOFT DRINKS 12/18&15PK CAN CAR,2.5,In-Aisle
788,925514,360,9:10 PM,Apr 6,CANDY - CHECKLANE,CANDY BARS (SINGLES)(INCLUDING,0.25,In-Aisle
718,863762,324,6:06 PM,Jan 24,PREPAID WIRELESS&ACCESSORIES,PREPAID WIRELESS CARDS,20,Other Location Display
762,1027691,391,9:05 PM,Jan 13,CRACKERS/MISC BKD FD,SNACK CRACKERS,1.88,Front End Cap
762,13986595,31862,12:50 PM,Apr 21,HAIR CARE PRODUCTS,SHAMPOO,3.34,Side-Aisle End Cap
786,972665,339,8:52 AM,May 4,BREAKFAST SAUSAGE/SANDWICHES,OTHER,3.79,Other Location Display
786,911470,339,8:57 AM,Sep 26,SOUP,RTS SOUP: CHUNKY/HOMESTYLE ET,1,Mid-Aisle End Cap
768,16219163,323,4:21 PM,Oct 3,FRZN MEAT/MEAT DINNERS,FRZN MULTI SERVE ENTREES ALL,4.99,Front End Cap
762,1068719,31862,7:38 PM,Sep 3,SUGARS/SWEETNERS,SUGAR,2.2,Rear End Cap
706,932863,343,10:03 PM,Aug 6,HOT DOGS,PREMIUM - MEAT,2.99,In-Aisle
601,1084310,306,3:09 PM,Oct 19,COOKIES/CONES,CHOCOLATE COVERED COOKIES,2,Front End Cap
606,9526757,446,10:27 PM,Jun 10,BAG SNACKS,POTATO CHIPS,1.88,Rear End Cap
607,854405,432,2:25 AM,Oct 10,MEAT - MISC,BREAST - BONELESS(IQF),6.99,Rear Aisle
764,8014645,368,4:18 PM,Aug 23,REFRGRATD DOUGH PRODUCTS,MISC REFRIG DOUGH PRODUCTS,2.5,In-Aisle
647,9527494,343,6:31 PM,Oct 12,BAG SNACKS,POTATO CHIPS,2,Side-Aisle End Cap
614,1045220,288,10:21 PM,Jul 16,MEAT - SHELF STABLE,PASTA: CANNED,3.16,Rear End Cap
680,823704,424,4:40 PM,Jul 20,BREAKFAST SAUSAGE/SANDWICHES,ROLLS - PORK,2.5,Rear Aisle
718,917384,324,9:30 PM,Nov 6,FRZN MEAT/MEAT DINNERS,FRZN MULTI SERVE ENTREES ALL,10.99,Rear End Cap
661,1138292,427,7:50 PM,Nov 7,SOFT DRINKS,SOFT DRINKS 20PK&24PK CAN CARB,3.73,Other Location Display
712,987562,448,11:12 AM,Feb 2,CHEESE,SHREDDED CHEESE,1.25,In-Aisle
706,883404,421,7:29 PM,Dec 26,BAKED BREAD/BUNS/ROLLS,MAINSTREAM WHITE BREAD,0.99,In-Aisle
718,857620,324,2:56 PM,Jan 4,FITNESS&DIET,FITNESS&DIET - BARS,1.39,In-Aisle
753,859075,396,5:50 PM,Jan 5,CHEESE,SHREDDED CHEESE,3,Rear Aisle
680,1053176,352,5:10 PM,Apr 19,BLEACH,LIQUID BLEACH,1.49,Rear End Cap
